timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/07 18:03:48.700, 36.83 W, 33, 0 MiB, 39 %, 0 %
2023/05/07 18:03:49.706, 36.92 W, 33, 0 MiB, 0 %, 0 %
2023/05/07 18:03:50.711, 36.82 W, 32, 0 MiB, 0 %, 0 %
2023/05/07 18:03:51.718, 36.82 W, 32, 0 MiB, 0 %, 0 %
2023/05/07 18:03:52.725, 36.83 W, 32, 0 MiB, 0 %, 0 %
2023/05/07 18:03:53.731, 36.71 W, 32, 0 MiB, 0 %, 0 %
2023/05/07 18:03:54.737, 36.62 W, 31, 0 MiB, 0 %, 0 %
2023/05/07 18:03:55.744, 37.12 W, 31, 555 MiB, 11 %, 0 %
2023/05/07 18:03:56.749, 37.12 W, 31, 751 MiB, 1 %, 0 %
2023/05/07 18:03:57.753, 36.23 W, 31, 969 MiB, 2 %, 0 %
2023/05/07 18:03:58.758, 36.52 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 18:03:59.762, 36.43 W, 31, 38007 MiB, 1 %, 0 %
2023/05/07 18:04:00.767, 36.13 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 18:04:01.771, 36.13 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 18:04:02.776, 36.13 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 18:04:03.780, 36.23 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 18:04:04.786, 36.03 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 18:04:05.792, 35.93 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 18:04:06.798, 36.20 W, 30, 38133 MiB, 3 %, 0 %
2023/05/07 18:04:07.805, 36.03 W, 30, 38629 MiB, 4 %, 0 %
2023/05/07 18:04:08.811, 60.10 W, 30, 38907 MiB, 50 %, 7 %
2023/05/07 18:04:09.818, 145.23 W, 34, 38907 MiB, 85 %, 7 %
2023/05/07 18:04:10.822, 146.53 W, 35, 38907 MiB, 84 %, 7 %
