timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/07 19:55:06.405, 37.82 W, 38, 0 MiB, 40 %, 0 %
2023/05/07 19:55:07.411, 37.80 W, 37, 0 MiB, 0 %, 0 %
2023/05/07 19:55:08.416, 37.70 W, 37, 0 MiB, 0 %, 0 %
2023/05/07 19:55:09.420, 37.60 W, 36, 0 MiB, 0 %, 0 %
2023/05/07 19:55:10.425, 37.52 W, 36, 0 MiB, 0 %, 0 %
2023/05/07 19:55:11.429, 37.41 W, 36, 0 MiB, 0 %, 0 %
2023/05/07 19:55:12.433, 37.32 W, 35, 0 MiB, 0 %, 0 %
2023/05/07 19:55:13.438, 38.02 W, 35, 601 MiB, 5 %, 0 %
2023/05/07 19:55:14.443, 38.02 W, 35, 835 MiB, 2 %, 0 %
2023/05/07 19:55:15.449, 36.93 W, 35, 969 MiB, 0 %, 0 %
2023/05/07 19:55:16.453, 36.92 W, 34, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:17.458, 36.92 W, 34, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:18.462, 36.84 W, 34, 38007 MiB, 1 %, 0 %
2023/05/07 19:55:19.467, 36.92 W, 34, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:20.472, 36.63 W, 34, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:21.477, 36.64 W, 33, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:22.483, 36.54 W, 33, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:23.488, 36.63 W, 33, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:24.495, 36.32 W, 33, 38007 MiB, 2 %, 0 %
2023/05/07 19:55:25.502, 36.93 W, 33, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:26.508, 36.92 W, 33, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:27.514, 36.82 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:28.521, 36.83 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:29.527, 36.63 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:30.534, 36.73 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:31.540, 36.73 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:32.547, 36.73 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:33.553, 36.64 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:34.560, 36.54 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:35.566, 36.64 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:36.573, 36.44 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 19:55:37.579, 36.55 W, 31, 38345 MiB, 4 %, 0 %
2023/05/07 19:55:38.588, 36.44 W, 31, 38781 MiB, 3 %, 0 %
2023/05/07 19:55:39.594, 209.93 W, 37, 38907 MiB, 51 %, 8 %
2023/05/07 19:55:40.600, 158.88 W, 38, 38907 MiB, 82 %, 9 %
2023/05/07 19:55:41.604, 160.19 W, 38, 38907 MiB, 82 %, 9 %
2023/05/07 19:55:42.609, 164.63 W, 39, 38907 MiB, 82 %, 9 %
2023/05/07 19:55:43.613, 186.01 W, 39, 38907 MiB, 82 %, 9 %
2023/05/07 19:55:44.617, 187.69 W, 40, 38907 MiB, 82 %, 9 %
2023/05/07 19:55:45.621, 172.98 W, 40, 38907 MiB, 82 %, 9 %
2023/05/07 19:55:46.626, 157.06 W, 40, 38907 MiB, 81 %, 9 %
2023/05/07 19:55:47.633, 157.99 W, 40, 38907 MiB, 82 %, 9 %
2023/05/07 19:55:48.637, 160.47 W, 41, 38907 MiB, 82 %, 9 %
2023/05/07 19:55:49.642, 179.28 W, 41, 38907 MiB, 82 %, 9 %
2023/05/07 19:55:50.646, 196.09 W, 41, 38907 MiB, 82 %, 9 %
2023/05/07 19:55:51.650, 166.45 W, 41, 38907 MiB, 81 %, 9 %
2023/05/07 19:55:52.654, 180.43 W, 41, 38907 MiB, 82 %, 9 %
2023/05/07 19:55:53.660, 158.13 W, 42, 38907 MiB, 82 %, 9 %
2023/05/07 19:55:54.666, 160.40 W, 42, 38907 MiB, 82 %, 9 %
2023/05/07 19:55:55.672, 164.39 W, 42, 38907 MiB, 82 %, 9 %
2023/05/07 19:55:56.677, 167.68 W, 42, 38907 MiB, 82 %, 9 %
2023/05/07 19:55:57.681, 59.13 W, 38, 38907 MiB, 26 %, 3 %
2023/05/07 19:55:58.685, 58.04 W, 36, 38907 MiB, 0 %, 0 %
2023/05/07 19:55:59.688, 37.31 W, 35, 38907 MiB, 0 %, 0 %
2023/05/07 19:56:00.693, 36.94 W, 35, 38907 MiB, 0 %, 0 %
2023/05/07 19:56:01.697, 115.71 W, 37, 38907 MiB, 77 %, 2 %
2023/05/07 19:56:02.701, 110.78 W, 38, 38907 MiB, 73 %, 2 %
2023/05/07 19:56:03.706, 112.48 W, 38, 38907 MiB, 79 %, 2 %
2023/05/07 19:56:04.713, 188.17 W, 41, 38907 MiB, 76 %, 10 %
2023/05/07 19:56:05.719, 179.87 W, 41, 38907 MiB, 81 %, 9 %
2023/05/07 19:56:06.723, 184.80 W, 42, 38907 MiB, 81 %, 9 %
2023/05/07 19:56:07.728, 156.95 W, 42, 38907 MiB, 82 %, 9 %
2023/05/07 19:56:08.732, 160.51 W, 42, 38907 MiB, 82 %, 9 %
2023/05/07 19:56:09.736, 176.48 W, 42, 38907 MiB, 82 %, 9 %
2023/05/07 19:56:10.740, 195.48 W, 42, 38907 MiB, 81 %, 9 %
2023/05/07 19:56:11.744, 159.57 W, 43, 38907 MiB, 82 %, 9 %
2023/05/07 19:56:12.749, 178.82 W, 43, 38907 MiB, 82 %, 9 %
2023/05/07 19:56:13.756, 159.63 W, 43, 38907 MiB, 82 %, 9 %
2023/05/07 19:56:14.762, 165.23 W, 43, 38907 MiB, 82 %, 9 %
2023/05/07 19:56:15.766, 177.84 W, 43, 38907 MiB, 81 %, 9 %
2023/05/07 19:56:16.770, 194.97 W, 43, 38907 MiB, 80 %, 9 %
2023/05/07 19:56:17.774, 161.24 W, 43, 38907 MiB, 81 %, 9 %
2023/05/07 19:56:18.778, 158.74 W, 44, 38907 MiB, 82 %, 9 %
2023/05/07 19:56:19.782, 159.16 W, 44, 38907 MiB, 82 %, 9 %
2023/05/07 19:56:20.786, 164.76 W, 44, 38907 MiB, 82 %, 9 %
2023/05/07 19:56:21.790, 178.17 W, 44, 38907 MiB, 81 %, 9 %
2023/05/07 19:56:22.795, 112.21 W, 41, 38907 MiB, 76 %, 2 %
2023/05/07 19:56:23.801, 110.01 W, 41, 38907 MiB, 78 %, 2 %
2023/05/07 19:56:24.808, 108.13 W, 41, 38907 MiB, 79 %, 2 %
2023/05/07 19:56:25.814, 168.36 W, 43, 38907 MiB, 81 %, 9 %
2023/05/07 19:56:26.820, 179.65 W, 43, 38907 MiB, 81 %, 9 %
2023/05/07 19:56:27.826, 188.20 W, 44, 38907 MiB, 81 %, 9 %
2023/05/07 19:56:28.830, 171.16 W, 44, 38907 MiB, 81 %, 9 %
