timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/07 15:15:29.702, 37.31 W, 35, 0 MiB, 39 %, 0 %
2023/05/07 15:15:30.708, 37.02 W, 34, 0 MiB, 0 %, 0 %
2023/05/07 15:15:31.713, 37.12 W, 34, 0 MiB, 0 %, 0 %
2023/05/07 15:15:32.717, 37.02 W, 33, 0 MiB, 0 %, 0 %
2023/05/07 15:15:33.722, 36.92 W, 33, 0 MiB, 0 %, 0 %
2023/05/07 15:15:34.726, 37.02 W, 33, 0 MiB, 0 %, 0 %
2023/05/07 15:15:35.730, 36.64 W, 33, 0 MiB, 0 %, 0 %
2023/05/07 15:15:36.735, 38.60 W, 33, 521 MiB, 10 %, 0 %
2023/05/07 15:15:37.739, 38.80 W, 32, 763 MiB, 2 %, 0 %
2023/05/07 15:15:38.745, 36.53 W, 32, 969 MiB, 2 %, 0 %
2023/05/07 15:15:39.751, 36.42 W, 32, 969 MiB, 0 %, 0 %
2023/05/07 15:15:40.758, 36.42 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 15:15:41.764, 36.32 W, 31, 38007 MiB, 1 %, 0 %
2023/05/07 15:15:42.770, 36.42 W, 31, 38007 MiB, 1 %, 0 %
2023/05/07 15:15:43.776, 36.23 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 15:15:44.782, 36.32 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 15:15:45.788, 36.23 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 15:15:46.795, 36.03 W, 31, 38007 MiB, 1 %, 0 %
2023/05/07 15:15:47.801, 36.03 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 15:15:48.807, 36.03 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 15:15:49.813, 35.84 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 15:15:50.820, 36.03 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 15:15:51.826, 35.93 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 15:15:52.832, 35.93 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 15:15:53.839, 36.03 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 15:15:54.845, 36.03 W, 29, 38007 MiB, 0 %, 0 %
2023/05/07 15:15:55.851, 36.03 W, 29, 38449 MiB, 4 %, 0 %
2023/05/07 15:15:56.858, 35.93 W, 29, 38851 MiB, 4 %, 0 %
2023/05/07 15:15:57.864, 127.00 W, 33, 38907 MiB, 84 %, 5 %
2023/05/07 15:15:58.871, 145.67 W, 34, 38907 MiB, 82 %, 4 %
2023/05/07 15:15:59.878, 121.25 W, 34, 38907 MiB, 83 %, 5 %
2023/05/07 15:16:00.885, 118.15 W, 34, 38907 MiB, 82 %, 4 %
2023/05/07 15:16:01.889, 132.38 W, 35, 38907 MiB, 83 %, 4 %
2023/05/07 15:16:02.893, 113.51 W, 35, 38907 MiB, 82 %, 4 %
2023/05/07 15:16:03.897, 134.52 W, 35, 38907 MiB, 83 %, 4 %
2023/05/07 15:16:04.901, 114.43 W, 35, 38907 MiB, 81 %, 4 %
2023/05/07 15:16:05.906, 138.67 W, 35, 38907 MiB, 83 %, 4 %
2023/05/07 15:16:06.912, 128.96 W, 35, 38907 MiB, 84 %, 5 %
2023/05/07 15:16:07.919, 114.70 W, 35, 38907 MiB, 83 %, 4 %
2023/05/07 15:16:08.923, 138.93 W, 35, 38907 MiB, 84 %, 4 %
2023/05/07 15:16:09.927, 115.18 W, 35, 38907 MiB, 82 %, 4 %
2023/05/07 15:16:10.931, 136.17 W, 36, 38907 MiB, 85 %, 5 %
2023/05/07 15:16:11.935, 123.20 W, 36, 38907 MiB, 84 %, 5 %
2023/05/07 15:16:12.940, 113.28 W, 36, 38907 MiB, 82 %, 4 %
2023/05/07 15:16:13.944, 115.95 W, 36, 38907 MiB, 84 %, 4 %
2023/05/07 15:16:14.950, 135.97 W, 36, 38907 MiB, 83 %, 5 %
2023/05/07 15:16:15.954, 114.22 W, 36, 38907 MiB, 83 %, 4 %
2023/05/07 15:16:16.958, 137.93 W, 36, 38907 MiB, 85 %, 5 %
2023/05/07 15:16:17.962, 131.95 W, 36, 38907 MiB, 82 %, 5 %
2023/05/07 15:16:18.966, 115.65 W, 36, 38907 MiB, 83 %, 4 %
2023/05/07 15:16:19.970, 136.56 W, 36, 38907 MiB, 85 %, 5 %
2023/05/07 15:16:20.976, 127.53 W, 36, 38907 MiB, 82 %, 4 %
2023/05/07 15:16:21.982, 115.78 W, 36, 38907 MiB, 83 %, 4 %
2023/05/07 15:16:22.987, 141.11 W, 36, 38907 MiB, 84 %, 5 %
2023/05/07 15:16:23.991, 128.89 W, 37, 38907 MiB, 82 %, 4 %
2023/05/07 15:16:24.995, 116.26 W, 37, 38907 MiB, 82 %, 4 %
2023/05/07 15:16:25.999, 139.92 W, 37, 38907 MiB, 84 %, 5 %
2023/05/07 15:16:27.003, 133.40 W, 37, 38907 MiB, 82 %, 4 %
2023/05/07 15:16:28.007, 121.36 W, 37, 38907 MiB, 83 %, 4 %
2023/05/07 15:16:29.013, 117.07 W, 37, 38907 MiB, 85 %, 5 %
2023/05/07 15:16:30.017, 140.86 W, 37, 38907 MiB, 84 %, 5 %
2023/05/07 15:16:31.021, 122.19 W, 37, 38907 MiB, 83 %, 4 %
2023/05/07 15:16:32.025, 120.39 W, 37, 38907 MiB, 85 %, 5 %
2023/05/07 15:16:33.029, 136.47 W, 37, 38907 MiB, 82 %, 5 %
2023/05/07 15:16:34.033, 121.13 W, 37, 38907 MiB, 83 %, 4 %
2023/05/07 15:16:35.037, 117.46 W, 37, 38907 MiB, 85 %, 5 %
2023/05/07 15:16:36.042, 133.70 W, 37, 38907 MiB, 82 %, 4 %
2023/05/07 15:16:37.048, 114.85 W, 37, 38907 MiB, 83 %, 4 %
2023/05/07 15:16:38.054, 127.36 W, 37, 38907 MiB, 84 %, 5 %
2023/05/07 15:16:39.061, 138.67 W, 37, 38907 MiB, 83 %, 5 %
2023/05/07 15:16:40.067, 116.99 W, 37, 38907 MiB, 83 %, 4 %
2023/05/07 15:16:41.074, 138.41 W, 37, 38907 MiB, 82 %, 5 %
2023/05/07 15:16:42.081, 130.41 W, 37, 38907 MiB, 82 %, 4 %
2023/05/07 15:16:43.088, 113.48 W, 37, 38907 MiB, 84 %, 4 %
2023/05/07 15:16:44.094, 139.60 W, 37, 38907 MiB, 84 %, 5 %
2023/05/07 15:16:45.100, 128.05 W, 37, 38907 MiB, 83 %, 4 %
2023/05/07 15:16:46.106, 113.91 W, 37, 38907 MiB, 84 %, 4 %
2023/05/07 15:16:47.111, 134.69 W, 37, 38907 MiB, 84 %, 5 %
2023/05/07 15:16:48.114, 132.17 W, 37, 38907 MiB, 83 %, 4 %
2023/05/07 15:16:49.119, 116.19 W, 38, 38907 MiB, 84 %, 4 %
2023/05/07 15:16:50.123, 122.31 W, 37, 38907 MiB, 84 %, 5 %
2023/05/07 15:16:51.127, 135.04 W, 37, 38907 MiB, 82 %, 4 %
2023/05/07 15:16:52.131, 119.36 W, 37, 38907 MiB, 83 %, 4 %
2023/05/07 15:16:53.137, 115.39 W, 38, 38907 MiB, 85 %, 5 %
2023/05/07 15:16:54.141, 140.51 W, 38, 38907 MiB, 83 %, 5 %
