timestamp, power.draw [W], temperature.gpu, memory.used [MiB]
2023/04/30 09:55:33.733, 34.03 W, 26, 0 MiB
2023/04/30 09:55:34.737, 34.23 W, 26, 0 MiB
2023/04/30 09:55:35.740, 34.32 W, 26, 0 MiB
2023/04/30 09:55:36.743, 34.23 W, 26, 0 MiB
2023/04/30 09:55:37.747, 34.23 W, 26, 0 MiB
2023/04/30 09:55:38.750, 34.23 W, 26, 0 MiB
2023/04/30 09:55:39.753, 34.13 W, 26, 0 MiB
2023/04/30 09:55:40.757, 34.23 W, 26, 0 MiB
2023/04/30 09:55:41.763, 34.13 W, 26, 0 MiB
2023/04/30 09:55:42.768, 34.03 W, 26, 0 MiB
2023/04/30 09:55:43.774, 34.03 W, 26, 0 MiB
2023/04/30 09:55:44.779, 31.95 W, 26, 3 MiB
2023/04/30 09:55:45.786, 35.32 W, 26, 537 MiB
2023/04/30 09:55:46.791, 35.33 W, 26, 719 MiB
2023/04/30 09:55:47.797, 34.13 W, 26, 945 MiB
2023/04/30 09:55:48.800, 34.04 W, 26, 1001 MiB
2023/04/30 09:55:49.804, 34.13 W, 26, 1097 MiB
2023/04/30 09:55:50.807, 34.13 W, 26, 1225 MiB
2023/04/30 09:55:51.811, 33.94 W, 26, 1225 MiB
2023/04/30 09:55:52.814, 34.23 W, 26, 1749 MiB
2023/04/30 09:55:53.818, 34.23 W, 26, 2261 MiB
2023/04/30 09:55:54.821, 34.42 W, 26, 2261 MiB
2023/04/30 09:55:55.827, 34.71 W, 26, 2261 MiB
2023/04/30 09:55:56.832, 34.42 W, 26, 2261 MiB
2023/04/30 09:55:57.838, 34.04 W, 26, 2261 MiB
2023/04/30 09:55:58.844, 34.42 W, 26, 2261 MiB
2023/04/30 09:55:59.850, 34.23 W, 26, 2261 MiB
2023/04/30 09:56:00.857, 34.42 W, 26, 2261 MiB
2023/04/30 09:56:01.862, 34.63 W, 26, 2261 MiB
2023/04/30 09:56:02.868, 35.12 W, 26, 2261 MiB
2023/04/30 09:56:03.874, 34.23 W, 26, 2261 MiB
2023/04/30 09:56:04.880, 34.23 W, 26, 2261 MiB
2023/04/30 09:56:05.886, 34.52 W, 26, 2261 MiB
2023/04/30 09:56:06.892, 35.91 W, 26, 2261 MiB
2023/04/30 09:56:07.898, 34.52 W, 25, 2261 MiB
2023/04/30 09:56:08.905, 34.23 W, 25, 2261 MiB
2023/04/30 09:56:09.910, 34.42 W, 26, 2261 MiB
2023/04/30 09:56:10.916, 36.10 W, 26, 2261 MiB
2023/04/30 09:56:11.922, 34.71 W, 25, 2261 MiB
2023/04/30 09:56:12.928, 34.03 W, 25, 2261 MiB
2023/04/30 09:56:13.934, 34.62 W, 25, 2261 MiB
2023/04/30 09:56:14.940, 35.31 W, 25, 2261 MiB
2023/04/30 09:56:15.946, 34.42 W, 25, 2261 MiB
2023/04/30 09:56:16.952, 34.03 W, 25, 2261 MiB
2023/04/30 09:56:17.958, 34.52 W, 25, 2261 MiB
2023/04/30 09:56:18.963, 35.31 W, 25, 2261 MiB
2023/04/30 09:56:19.970, 34.52 W, 25, 2261 MiB
2023/04/30 09:56:20.975, 34.14 W, 25, 2261 MiB
2023/04/30 09:56:21.979, 34.62 W, 25, 2261 MiB
2023/04/30 09:56:22.983, 35.33 W, 25, 2261 MiB
2023/04/30 09:56:23.986, 34.42 W, 25, 2261 MiB
2023/04/30 09:56:24.990, 34.13 W, 25, 2261 MiB
2023/04/30 09:56:25.994, 34.62 W, 25, 2261 MiB
2023/04/30 09:56:26.998, 35.32 W, 25, 2261 MiB
2023/04/30 09:56:28.001, 34.52 W, 25, 2261 MiB
2023/04/30 09:56:29.006, 34.13 W, 25, 2261 MiB
2023/04/30 09:56:30.012, 34.62 W, 25, 2261 MiB
2023/04/30 09:56:31.018, 35.12 W, 25, 2261 MiB
2023/04/30 09:56:32.024, 34.43 W, 25, 2261 MiB
2023/04/30 09:56:33.030, 34.23 W, 25, 2261 MiB
2023/04/30 09:56:34.037, 34.52 W, 25, 2261 MiB
2023/04/30 09:56:35.044, 34.82 W, 25, 2261 MiB
2023/04/30 09:56:36.050, 34.42 W, 25, 2261 MiB
2023/04/30 09:56:37.055, 34.62 W, 25, 2261 MiB
2023/04/30 09:56:38.060, 33.94 W, 25, 2261 MiB
2023/04/30 09:56:39.066, 34.52 W, 25, 2261 MiB
2023/04/30 09:56:40.072, 34.62 W, 25, 2261 MiB
2023/04/30 09:56:41.078, 34.42 W, 25, 2261 MiB
2023/04/30 09:56:42.085, 33.94 W, 25, 2261 MiB
2023/04/30 09:56:43.089, 34.62 W, 25, 2261 MiB
2023/04/30 09:56:44.094, 34.73 W, 25, 2261 MiB
2023/04/30 09:56:45.100, 34.23 W, 25, 2261 MiB
2023/04/30 09:56:46.106, 34.13 W, 25, 2261 MiB
2023/04/30 09:56:47.112, 34.62 W, 25, 2261 MiB
2023/04/30 09:56:48.118, 35.02 W, 25, 2261 MiB
2023/04/30 09:56:49.123, 34.13 W, 25, 2261 MiB
2023/04/30 09:56:50.129, 34.03 W, 25, 2261 MiB
2023/04/30 09:56:51.134, 34.62 W, 25, 2261 MiB
2023/04/30 09:56:52.140, 34.32 W, 25, 2261 MiB
2023/04/30 09:56:53.147, 33.94 W, 25, 2261 MiB
2023/04/30 09:56:54.151, 34.71 W, 25, 2261 MiB
2023/04/30 09:56:55.157, 35.12 W, 25, 2261 MiB
2023/04/30 09:56:56.163, 34.23 W, 25, 2261 MiB
2023/04/30 09:56:57.169, 34.03 W, 25, 2261 MiB
2023/04/30 09:56:58.173, 34.42 W, 25, 2261 MiB
2023/04/30 09:56:59.179, 35.32 W, 25, 2261 MiB
2023/04/30 09:57:00.185, 34.12 W, 25, 2261 MiB
2023/04/30 09:57:01.191, 34.52 W, 25, 2261 MiB
2023/04/30 09:57:02.197, 34.44 W, 25, 2261 MiB
2023/04/30 09:57:03.203, 35.31 W, 25, 2261 MiB
2023/04/30 09:57:04.207, 34.52 W, 25, 2261 MiB
2023/04/30 09:57:05.214, 34.23 W, 25, 2261 MiB
2023/04/30 09:57:06.217, 34.42 W, 25, 2261 MiB
2023/04/30 09:57:07.221, 34.92 W, 25, 2261 MiB
2023/04/30 09:57:08.224, 34.62 W, 25, 2261 MiB
2023/04/30 09:57:09.228, 34.05 W, 25, 2261 MiB
2023/04/30 09:57:10.232, 34.62 W, 25, 2261 MiB
2023/04/30 09:57:11.235, 35.21 W, 25, 2261 MiB
2023/04/30 09:57:12.239, 34.52 W, 25, 2261 MiB
2023/04/30 09:57:13.244, 34.04 W, 25, 2261 MiB
2023/04/30 09:57:14.250, 34.71 W, 25, 2261 MiB
2023/04/30 09:57:15.256, 36.10 W, 25, 2261 MiB
2023/04/30 09:57:16.262, 34.42 W, 25, 2261 MiB
2023/04/30 09:57:17.269, 34.13 W, 25, 2261 MiB
2023/04/30 09:57:18.275, 34.42 W, 25, 2261 MiB
2023/04/30 09:57:19.282, 35.62 W, 25, 2261 MiB
2023/04/30 09:57:20.288, 34.42 W, 25, 2261 MiB
2023/04/30 09:57:21.294, 34.52 W, 25, 2261 MiB
2023/04/30 09:57:22.300, 34.33 W, 25, 2261 MiB
2023/04/30 09:57:23.307, 34.71 W, 25, 2261 MiB
2023/04/30 09:57:24.313, 34.73 W, 25, 2261 MiB
2023/04/30 09:57:25.319, 34.62 W, 25, 2261 MiB
2023/04/30 09:57:26.325, 34.13 W, 25, 2261 MiB
2023/04/30 09:57:27.330, 34.52 W, 25, 2261 MiB
2023/04/30 09:57:28.336, 35.21 W, 25, 2261 MiB
2023/04/30 09:57:29.342, 34.51 W, 25, 2261 MiB
2023/04/30 09:57:30.349, 34.32 W, 25, 2261 MiB
2023/04/30 09:57:31.355, 34.62 W, 25, 2261 MiB
2023/04/30 09:57:32.361, 35.51 W, 25, 2261 MiB
2023/04/30 09:57:33.367, 34.41 W, 25, 2261 MiB
2023/04/30 09:57:34.373, 34.62 W, 25, 2261 MiB
2023/04/30 09:57:35.379, 34.32 W, 25, 2261 MiB
2023/04/30 09:57:36.385, 34.62 W, 25, 2261 MiB
2023/04/30 09:57:37.390, 34.82 W, 25, 2261 MiB
2023/04/30 09:57:38.396, 34.62 W, 25, 2261 MiB
2023/04/30 09:57:39.402, 34.23 W, 25, 2261 MiB
2023/04/30 09:57:40.408, 35.02 W, 25, 2261 MiB
2023/04/30 09:57:41.416, 35.52 W, 25, 2261 MiB
2023/04/30 09:57:42.422, 34.32 W, 25, 2261 MiB
2023/04/30 09:57:43.427, 34.03 W, 25, 2261 MiB
2023/04/30 09:57:44.432, 34.42 W, 25, 2261 MiB
2023/04/30 09:57:45.437, 34.82 W, 25, 2261 MiB
2023/04/30 09:57:46.442, 34.23 W, 25, 2261 MiB
2023/04/30 09:57:47.447, 34.52 W, 25, 2261 MiB
2023/04/30 09:57:48.453, 34.23 W, 25, 2261 MiB
2023/04/30 09:57:49.459, 34.92 W, 25, 2261 MiB
2023/04/30 09:57:50.465, 34.52 W, 25, 2261 MiB
2023/04/30 09:57:51.468, 34.34 W, 25, 2261 MiB
2023/04/30 09:57:52.472, 34.32 W, 25, 2261 MiB
2023/04/30 09:57:53.476, 34.52 W, 25, 2261 MiB
2023/04/30 09:57:54.480, 34.62 W, 25, 2261 MiB
2023/04/30 09:57:55.483, 34.42 W, 25, 2261 MiB
2023/04/30 09:57:56.487, 33.94 W, 25, 2261 MiB
2023/04/30 09:57:57.491, 34.52 W, 25, 2261 MiB
2023/04/30 09:57:58.495, 34.83 W, 25, 2261 MiB
2023/04/30 09:57:59.501, 34.52 W, 25, 2261 MiB
2023/04/30 09:58:00.506, 34.13 W, 25, 2261 MiB
2023/04/30 09:58:01.512, 34.52 W, 25, 2261 MiB
2023/04/30 09:58:02.518, 34.62 W, 25, 2261 MiB
2023/04/30 09:58:03.524, 34.33 W, 25, 2261 MiB
2023/04/30 09:58:04.530, 34.13 W, 25, 2261 MiB
2023/04/30 09:58:05.536, 34.52 W, 25, 2261 MiB
2023/04/30 09:58:06.542, 36.30 W, 25, 2261 MiB
2023/04/30 09:58:07.548, 34.23 W, 25, 2261 MiB
2023/04/30 09:58:08.555, 34.13 W, 25, 2261 MiB
2023/04/30 09:58:09.558, 34.73 W, 25, 2261 MiB
2023/04/30 09:58:10.562, 35.12 W, 25, 2261 MiB
2023/04/30 09:58:11.566, 34.42 W, 25, 2261 MiB
2023/04/30 09:58:12.569, 34.13 W, 25, 2261 MiB
2023/04/30 09:58:13.573, 34.52 W, 25, 2261 MiB
2023/04/30 09:58:14.576, 35.62 W, 25, 2261 MiB
2023/04/30 09:58:15.580, 34.32 W, 25, 2261 MiB
2023/04/30 09:58:16.584, 34.32 W, 25, 2261 MiB
2023/04/30 09:58:17.589, 34.32 W, 25, 2261 MiB
2023/04/30 09:58:18.596, 35.12 W, 25, 2261 MiB
2023/04/30 09:58:19.599, 34.42 W, 25, 2261 MiB
2023/04/30 09:58:20.603, 34.42 W, 25, 2261 MiB
2023/04/30 09:58:21.606, 34.52 W, 25, 2261 MiB
2023/04/30 09:58:22.610, 34.92 W, 25, 2261 MiB
2023/04/30 09:58:23.614, 34.71 W, 25, 2261 MiB
2023/04/30 09:58:24.617, 34.32 W, 25, 2261 MiB
2023/04/30 09:58:25.621, 34.32 W, 25, 2261 MiB
2023/04/30 09:58:26.625, 34.52 W, 25, 2261 MiB
2023/04/30 09:58:27.629, 34.82 W, 25, 2261 MiB
2023/04/30 09:58:28.635, 34.13 W, 25, 2261 MiB
2023/04/30 09:58:29.642, 34.13 W, 25, 2261 MiB
2023/04/30 09:58:30.648, 34.52 W, 25, 2261 MiB
2023/04/30 09:58:31.654, 35.02 W, 25, 2261 MiB
2023/04/30 09:58:32.659, 34.42 W, 25, 2261 MiB
2023/04/30 09:58:33.665, 34.13 W, 25, 2261 MiB
2023/04/30 09:58:34.672, 34.71 W, 25, 2261 MiB
