timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/07 15:50:35.879, 37.21 W, 32, 0 MiB, 40 %, 0 %
2023/05/07 15:50:36.885, 36.73 W, 32, 0 MiB, 0 %, 0 %
2023/05/07 15:50:37.890, 36.91 W, 31, 0 MiB, 0 %, 0 %
2023/05/07 15:50:38.895, 36.83 W, 31, 0 MiB, 0 %, 0 %
2023/05/07 15:50:39.901, 36.52 W, 31, 0 MiB, 0 %, 0 %
2023/05/07 15:50:40.908, 36.62 W, 31, 0 MiB, 0 %, 0 %
2023/05/07 15:50:41.914, 36.32 W, 31, 0 MiB, 0 %, 0 %
2023/05/07 15:50:42.921, 39.59 W, 30, 509 MiB, 0 %, 0 %
2023/05/07 15:50:43.925, 38.41 W, 30, 765 MiB, 3 %, 0 %
2023/05/07 15:50:44.929, 36.13 W, 30, 969 MiB, 1 %, 0 %
2023/05/07 15:50:45.933, 36.04 W, 30, 969 MiB, 0 %, 0 %
2023/05/07 15:50:46.938, 36.03 W, 30, 969 MiB, 0 %, 0 %
2023/05/07 15:50:47.942, 35.93 W, 29, 38007 MiB, 0 %, 0 %
2023/05/07 15:50:48.947, 36.04 W, 29, 38007 MiB, 0 %, 0 %
2023/05/07 15:50:49.952, 35.93 W, 29, 38007 MiB, 0 %, 0 %
2023/05/07 15:50:50.957, 36.04 W, 29, 38007 MiB, 0 %, 0 %
2023/05/07 15:50:51.962, 36.03 W, 29, 38007 MiB, 0 %, 0 %
2023/05/07 15:50:52.969, 36.01 W, 29, 38007 MiB, 1 %, 0 %
2023/05/07 15:50:53.975, 35.84 W, 29, 38007 MiB, 0 %, 0 %
2023/05/07 15:50:54.981, 35.84 W, 29, 38007 MiB, 0 %, 0 %
2023/05/07 15:50:55.988, 35.64 W, 28, 38007 MiB, 0 %, 0 %
2023/05/07 15:50:56.995, 35.74 W, 28, 38007 MiB, 0 %, 0 %
2023/05/07 15:50:58.001, 35.54 W, 28, 38007 MiB, 0 %, 0 %
2023/05/07 15:50:59.007, 35.63 W, 28, 38007 MiB, 0 %, 0 %
2023/05/07 15:51:00.014, 35.43 W, 28, 38007 MiB, 0 %, 0 %
2023/05/07 15:51:01.020, 35.53 W, 28, 38007 MiB, 0 %, 0 %
2023/05/07 15:51:02.027, 35.63 W, 28, 38273 MiB, 5 %, 0 %
2023/05/07 15:51:03.033, 35.82 W, 28, 38701 MiB, 1 %, 0 %
2023/05/07 15:51:04.040, 68.39 W, 29, 38907 MiB, 49 %, 9 %
2023/05/07 15:51:05.047, 147.80 W, 33, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:06.051, 135.54 W, 33, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:07.055, 154.08 W, 34, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:08.060, 157.59 W, 34, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:09.065, 154.98 W, 34, 38907 MiB, 87 %, 6 %
2023/05/07 15:51:10.069, 159.79 W, 35, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:11.073, 133.27 W, 35, 38907 MiB, 86 %, 6 %
2023/05/07 15:51:12.079, 147.61 W, 35, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:13.083, 166.54 W, 35, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:14.087, 136.45 W, 36, 38907 MiB, 87 %, 6 %
2023/05/07 15:51:15.091, 150.26 W, 36, 38907 MiB, 87 %, 6 %
2023/05/07 15:51:16.095, 162.21 W, 36, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:17.099, 130.54 W, 36, 38907 MiB, 87 %, 6 %
2023/05/07 15:51:18.105, 139.48 W, 36, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:19.110, 159.67 W, 36, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:20.114, 148.30 W, 36, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:21.118, 141.20 W, 37, 38907 MiB, 87 %, 6 %
2023/05/07 15:51:22.122, 153.44 W, 37, 38907 MiB, 87 %, 6 %
2023/05/07 15:51:23.126, 139.57 W, 37, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:24.131, 136.57 W, 37, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:25.143, 162.52 W, 37, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:26.149, 140.85 W, 37, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:27.153, 160.64 W, 37, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:28.157, 136.10 W, 37, 38907 MiB, 87 %, 6 %
2023/05/07 15:51:29.161, 152.58 W, 37, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:30.165, 133.71 W, 37, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:31.169, 140.47 W, 37, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:32.176, 157.15 W, 37, 38907 MiB, 87 %, 6 %
2023/05/07 15:51:33.182, 133.66 W, 38, 38907 MiB, 87 %, 6 %
2023/05/07 15:51:34.187, 148.64 W, 38, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:35.191, 153.03 W, 38, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:36.195, 140.76 W, 38, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:37.199, 161.19 W, 38, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:38.203, 130.91 W, 38, 38907 MiB, 87 %, 6 %
2023/05/07 15:51:39.207, 146.87 W, 38, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:40.212, 164.44 W, 38, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:41.218, 161.12 W, 38, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:42.224, 140.48 W, 38, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:43.231, 159.16 W, 38, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:44.238, 136.76 W, 38, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:45.244, 57.05 W, 35, 38907 MiB, 0 %, 0 %
2023/05/07 15:51:46.251, 56.66 W, 34, 38907 MiB, 0 %, 0 %
2023/05/07 15:51:47.254, 36.32 W, 33, 38907 MiB, 0 %, 0 %
2023/05/07 15:51:48.259, 111.61 W, 35, 38907 MiB, 78 %, 3 %
2023/05/07 15:51:49.263, 111.33 W, 36, 38907 MiB, 78 %, 3 %
2023/05/07 15:51:50.267, 103.89 W, 36, 38907 MiB, 78 %, 3 %
2023/05/07 15:51:51.271, 137.12 W, 37, 38907 MiB, 87 %, 5 %
2023/05/07 15:51:52.275, 142.60 W, 37, 38907 MiB, 87 %, 6 %
2023/05/07 15:51:53.282, 160.96 W, 38, 38907 MiB, 87 %, 6 %
2023/05/07 15:51:54.289, 140.52 W, 38, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:55.296, 134.54 W, 38, 38907 MiB, 87 %, 6 %
2023/05/07 15:51:56.300, 151.15 W, 38, 38907 MiB, 87 %, 6 %
2023/05/07 15:51:57.304, 161.59 W, 38, 38907 MiB, 87 %, 6 %
2023/05/07 15:51:58.309, 152.68 W, 38, 38907 MiB, 88 %, 6 %
2023/05/07 15:51:59.312, 161.92 W, 38, 38907 MiB, 87 %, 6 %
2023/05/07 15:52:00.316, 134.44 W, 38, 38907 MiB, 88 %, 6 %
