timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/07 16:11:00.816, 37.41 W, 35, 0 MiB, 40 %, 0 %
2023/05/07 16:11:01.822, 37.31 W, 35, 0 MiB, 0 %, 0 %
2023/05/07 16:11:02.826, 37.21 W, 34, 0 MiB, 0 %, 0 %
2023/05/07 16:11:03.831, 37.30 W, 34, 0 MiB, 0 %, 0 %
2023/05/07 16:11:04.835, 37.21 W, 34, 0 MiB, 0 %, 0 %
2023/05/07 16:11:05.840, 37.02 W, 34, 0 MiB, 0 %, 0 %
2023/05/07 16:11:06.844, 37.12 W, 33, 0 MiB, 0 %, 0 %
2023/05/07 16:11:07.848, 37.82 W, 33, 0 MiB, 0 %, 0 %
2023/05/07 16:11:08.858, 37.71 W, 33, 615 MiB, 0 %, 0 %
2023/05/07 16:11:09.862, 37.62 W, 33, 843 MiB, 2 %, 0 %
2023/05/07 16:11:10.867, 36.62 W, 32, 969 MiB, 0 %, 0 %
2023/05/07 16:11:11.871, 36.42 W, 32, 969 MiB, 0 %, 0 %
2023/05/07 16:11:12.876, 36.43 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 16:11:13.880, 36.32 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 16:11:14.885, 36.53 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 16:11:15.889, 36.33 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 16:11:16.894, 36.42 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 16:11:17.899, 36.23 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 16:11:18.904, 36.23 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 16:11:19.909, 36.23 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 16:11:20.916, 36.13 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 16:11:21.922, 36.23 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 16:11:22.929, 36.13 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 16:11:23.936, 36.13 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 16:11:24.942, 36.23 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 16:11:25.949, 36.03 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 16:11:26.956, 35.93 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 16:11:27.962, 36.23 W, 30, 38089 MiB, 1 %, 0 %
2023/05/07 16:11:28.969, 36.02 W, 30, 38535 MiB, 5 %, 0 %
2023/05/07 16:11:29.976, 35.84 W, 29, 38851 MiB, 4 %, 0 %
2023/05/07 16:11:30.983, 176.32 W, 35, 38907 MiB, 64 %, 10 %
2023/05/07 16:11:31.987, 155.82 W, 36, 38907 MiB, 80 %, 9 %
2023/05/07 16:11:32.991, 140.81 W, 36, 38907 MiB, 76 %, 9 %
2023/05/07 16:11:33.994, 180.40 W, 37, 38907 MiB, 81 %, 9 %
2023/05/07 16:11:34.998, 176.90 W, 37, 38907 MiB, 70 %, 8 %
2023/05/07 16:11:36.002, 132.13 W, 37, 38907 MiB, 81 %, 9 %
2023/05/07 16:11:37.008, 156.62 W, 38, 38907 MiB, 81 %, 9 %
2023/05/07 16:11:38.014, 158.03 W, 38, 38907 MiB, 82 %, 10 %
2023/05/07 16:11:39.021, 174.56 W, 38, 38907 MiB, 83 %, 10 %
2023/05/07 16:11:40.028, 162.86 W, 38, 38907 MiB, 80 %, 9 %
2023/05/07 16:11:41.032, 158.13 W, 39, 38907 MiB, 80 %, 9 %
2023/05/07 16:11:42.036, 176.56 W, 39, 38907 MiB, 75 %, 9 %
2023/05/07 16:11:43.040, 169.11 W, 39, 38907 MiB, 77 %, 9 %
2023/05/07 16:11:44.044, 163.92 W, 39, 38907 MiB, 79 %, 9 %
2023/05/07 16:11:45.049, 173.36 W, 39, 38907 MiB, 82 %, 9 %
2023/05/07 16:11:46.053, 171.87 W, 40, 38907 MiB, 81 %, 10 %
2023/05/07 16:11:47.059, 182.53 W, 40, 38907 MiB, 75 %, 8 %
2023/05/07 16:11:48.063, 164.25 W, 40, 38907 MiB, 76 %, 9 %
2023/05/07 16:11:49.067, 180.44 W, 40, 38907 MiB, 81 %, 9 %
2023/05/07 16:11:50.071, 58.04 W, 36, 38907 MiB, 0 %, 0 %
2023/05/07 16:11:51.075, 57.15 W, 35, 38907 MiB, 0 %, 0 %
2023/05/07 16:11:52.079, 37.12 W, 33, 38907 MiB, 0 %, 0 %
2023/05/07 16:11:53.085, 109.46 W, 36, 38907 MiB, 78 %, 3 %
2023/05/07 16:11:54.091, 111.09 W, 36, 38907 MiB, 78 %, 3 %
2023/05/07 16:11:55.095, 108.02 W, 36, 38907 MiB, 78 %, 3 %
2023/05/07 16:11:56.099, 187.39 W, 39, 38907 MiB, 81 %, 9 %
2023/05/07 16:11:57.104, 176.71 W, 40, 38907 MiB, 82 %, 10 %
2023/05/07 16:11:58.108, 164.99 W, 40, 38907 MiB, 82 %, 10 %
2023/05/07 16:11:59.112, 163.50 W, 40, 38907 MiB, 80 %, 9 %
2023/05/07 16:12:00.116, 161.59 W, 41, 38907 MiB, 82 %, 10 %
2023/05/07 16:12:01.121, 176.23 W, 40, 38907 MiB, 81 %, 9 %
2023/05/07 16:12:02.127, 162.21 W, 41, 38907 MiB, 81 %, 9 %
2023/05/07 16:12:03.134, 175.98 W, 41, 38907 MiB, 82 %, 9 %
2023/05/07 16:12:04.138, 161.86 W, 41, 38907 MiB, 83 %, 10 %
2023/05/07 16:12:05.142, 158.56 W, 41, 38907 MiB, 82 %, 9 %
2023/05/07 16:12:06.146, 189.52 W, 41, 38907 MiB, 82 %, 10 %
2023/05/07 16:12:07.150, 169.44 W, 41, 38907 MiB, 82 %, 10 %
2023/05/07 16:12:08.154, 165.50 W, 41, 38907 MiB, 82 %, 10 %
2023/05/07 16:12:09.158, 129.91 W, 40, 38907 MiB, 55 %, 6 %
2023/05/07 16:12:10.162, 190.94 W, 41, 38907 MiB, 80 %, 9 %
2023/05/07 16:12:11.167, 190.56 W, 42, 38907 MiB, 82 %, 9 %
2023/05/07 16:12:12.173, 180.46 W, 41, 38907 MiB, 74 %, 9 %
2023/05/07 16:12:13.180, 179.34 W, 42, 38907 MiB, 82 %, 9 %
2023/05/07 16:12:14.187, 65.54 W, 39, 38907 MiB, 69 %, 8 %
2023/05/07 16:12:15.192, 107.68 W, 39, 38907 MiB, 78 %, 3 %
2023/05/07 16:12:16.199, 108.02 W, 39, 38907 MiB, 76 %, 3 %
2023/05/07 16:12:17.205, 156.17 W, 39, 38907 MiB, 36 %, 3 %
2023/05/07 16:12:18.211, 179.98 W, 41, 38907 MiB, 83 %, 10 %
2023/05/07 16:12:19.217, 179.06 W, 42, 38907 MiB, 81 %, 9 %
2023/05/07 16:12:20.224, 160.86 W, 42, 38907 MiB, 83 %, 10 %
2023/05/07 16:12:21.230, 166.39 W, 42, 38907 MiB, 83 %, 10 %
2023/05/07 16:12:22.236, 173.79 W, 42, 38907 MiB, 81 %, 9 %
2023/05/07 16:12:23.242, 162.90 W, 42, 38907 MiB, 83 %, 10 %
2023/05/07 16:12:24.246, 157.30 W, 42, 38907 MiB, 82 %, 9 %
2023/05/07 16:12:25.250, 177.23 W, 42, 38907 MiB, 81 %, 9 %
2023/05/07 16:12:26.255, 163.71 W, 42, 38907 MiB, 83 %, 10 %
2023/05/07 16:12:27.259, 174.10 W, 43, 38907 MiB, 84 %, 10 %
2023/05/07 16:12:28.263, 175.80 W, 43, 38907 MiB, 83 %, 10 %
2023/05/07 16:12:29.267, 168.92 W, 43, 38907 MiB, 83 %, 10 %
2023/05/07 16:12:30.273, 191.48 W, 43, 38907 MiB, 81 %, 9 %
2023/05/07 16:12:31.280, 170.11 W, 43, 38907 MiB, 83 %, 10 %
2023/05/07 16:12:32.284, 173.02 W, 43, 38907 MiB, 83 %, 10 %
2023/05/07 16:12:33.288, 189.16 W, 43, 38907 MiB, 82 %, 10 %
2023/05/07 16:12:34.292, 167.31 W, 43, 38907 MiB, 82 %, 10 %
2023/05/07 16:12:35.296, 107.88 W, 41, 38907 MiB, 38 %, 4 %
2023/05/07 16:12:36.300, 113.33 W, 40, 38907 MiB, 78 %, 3 %
2023/05/07 16:12:37.304, 116.23 W, 40, 38907 MiB, 76 %, 3 %
2023/05/07 16:12:38.310, 178.73 W, 42, 38907 MiB, 86 %, 9 %
2023/05/07 16:12:39.319, 179.46 W, 43, 38907 MiB, 82 %, 10 %
