timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/05 12:32:25.019, 36.88 W, 34, 0 MiB, 40 %, 0 %
2023/05/05 12:32:26.025, 36.97 W, 34, 0 MiB, 0 %, 0 %
2023/05/05 12:32:27.029, 36.88 W, 34, 0 MiB, 0 %, 0 %
2023/05/05 12:32:28.034, 36.87 W, 33, 0 MiB, 0 %, 0 %
2023/05/05 12:32:29.040, 36.68 W, 33, 0 MiB, 0 %, 0 %
2023/05/05 12:32:30.046, 36.58 W, 33, 3 MiB, 0 %, 0 %
2023/05/05 12:32:31.052, 36.09 W, 33, 3 MiB, 0 %, 0 %
2023/05/05 12:32:32.059, 36.48 W, 32, 597 MiB, 3 %, 0 %
2023/05/05 12:32:33.065, 36.38 W, 32, 805 MiB, 3 %, 0 %
2023/05/05 12:32:34.073, 36.37 W, 32, 973 MiB, 1 %, 0 %
2023/05/05 12:32:35.079, 35.89 W, 32, 1097 MiB, 0 %, 0 %
2023/05/05 12:32:36.086, 36.18 W, 31, 1225 MiB, 0 %, 0 %
2023/05/05 12:32:37.093, 35.89 W, 31, 1225 MiB, 0 %, 0 %
2023/05/05 12:32:38.097, 36.08 W, 31, 1225 MiB, 0 %, 0 %
2023/05/05 12:32:39.101, 36.10 W, 31, 1225 MiB, 0 %, 0 %
2023/05/05 12:32:40.106, 36.00 W, 31, 1225 MiB, 0 %, 0 %
2023/05/05 12:32:41.110, 35.99 W, 31, 1225 MiB, 0 %, 0 %
2023/05/05 12:32:42.114, 36.10 W, 30, 1281 MiB, 0 %, 0 %
2023/05/05 12:32:43.119, 35.90 W, 30, 1787 MiB, 4 %, 0 %
2023/05/05 12:32:44.125, 35.79 W, 30, 2835 MiB, 1 %, 0 %
2023/05/05 12:32:45.130, 207.97 W, 37, 10059 MiB, 79 %, 16 %
2023/05/05 12:32:46.134, 208.69 W, 39, 10059 MiB, 94 %, 17 %
2023/05/05 12:32:47.139, 192.03 W, 40, 10059 MiB, 86 %, 17 %
2023/05/05 12:32:48.143, 187.23 W, 40, 10059 MiB, 95 %, 18 %
2023/05/05 12:32:49.148, 171.71 W, 40, 10059 MiB, 93 %, 18 %
2023/05/05 12:32:50.152, 172.19 W, 40, 10059 MiB, 88 %, 17 %
2023/05/05 12:32:51.157, 57.71 W, 34, 10059 MiB, 0 %, 0 %
2023/05/05 12:32:52.160, 116.58 W, 36, 10059 MiB, 82 %, 5 %
2023/05/05 12:32:53.165, 110.30 W, 36, 10059 MiB, 80 %, 4 %
