timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/07 18:00:36.671, 36.92 W, 33, 0 MiB, 40 %, 0 %
2023/05/07 18:00:37.677, 37.12 W, 33, 0 MiB, 0 %, 0 %
2023/05/07 18:00:38.682, 37.02 W, 33, 0 MiB, 0 %, 0 %
2023/05/07 18:00:39.686, 36.82 W, 32, 0 MiB, 0 %, 0 %
2023/05/07 18:00:40.690, 36.82 W, 32, 0 MiB, 0 %, 0 %
2023/05/07 18:00:41.695, 37.02 W, 32, 0 MiB, 0 %, 0 %
2023/05/07 18:00:42.699, 36.73 W, 32, 0 MiB, 0 %, 0 %
2023/05/07 18:00:43.704, 39.90 W, 32, 563 MiB, 10 %, 0 %
2023/05/07 18:00:44.710, 39.90 W, 32, 773 MiB, 1 %, 0 %
2023/05/07 18:00:45.714, 36.42 W, 31, 969 MiB, 2 %, 0 %
2023/05/07 18:00:46.719, 36.53 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 18:00:47.723, 36.13 W, 31, 38007 MiB, 1 %, 0 %
2023/05/07 18:00:48.728, 36.42 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 18:00:49.732, 36.23 W, 31, 38007 MiB, 1 %, 0 %
2023/05/07 18:00:50.737, 36.42 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 18:00:51.741, 36.13 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 18:00:52.746, 36.32 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 18:00:53.750, 36.23 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 18:00:54.756, 36.42 W, 30, 38489 MiB, 4 %, 0 %
2023/05/07 18:00:55.762, 36.13 W, 30, 38851 MiB, 3 %, 0 %
2023/05/07 18:00:56.769, 141.50 W, 34, 38907 MiB, 84 %, 7 %
2023/05/07 18:00:57.776, 147.21 W, 35, 38907 MiB, 84 %, 7 %
2023/05/07 18:00:58.780, 136.97 W, 36, 38907 MiB, 83 %, 7 %
2023/05/07 18:00:59.784, 147.17 W, 36, 38907 MiB, 85 %, 7 %
2023/05/07 18:01:00.789, 133.81 W, 36, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:01.793, 135.67 W, 36, 38907 MiB, 82 %, 7 %
2023/05/07 18:01:02.798, 136.15 W, 36, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:03.802, 134.65 W, 37, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:04.806, 137.42 W, 37, 38907 MiB, 82 %, 7 %
2023/05/07 18:01:05.810, 143.44 W, 37, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:06.814, 147.91 W, 37, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:07.818, 136.07 W, 37, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:08.822, 132.72 W, 37, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:09.828, 134.95 W, 38, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:10.833, 131.08 W, 38, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:11.837, 57.34 W, 34, 38907 MiB, 0 %, 0 %
2023/05/07 18:01:12.840, 118.01 W, 36, 38907 MiB, 87 %, 4 %
2023/05/07 18:01:13.844, 132.46 W, 37, 38907 MiB, 43 %, 11 %
2023/05/07 18:01:14.848, 134.04 W, 38, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:15.853, 133.70 W, 38, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:16.859, 136.12 W, 38, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:17.863, 136.00 W, 38, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:18.867, 134.86 W, 38, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:19.871, 134.48 W, 38, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:20.875, 140.91 W, 38, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:21.879, 148.55 W, 38, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:22.886, 147.93 W, 38, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:23.890, 149.52 W, 38, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:24.894, 150.17 W, 39, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:25.898, 143.76 W, 39, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:26.902, 133.02 W, 39, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:27.907, 135.13 W, 39, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:28.911, 109.66 W, 38, 38907 MiB, 52 %, 4 %
2023/05/07 18:01:29.917, 62.67 W, 36, 38907 MiB, 75 %, 4 %
2023/05/07 18:01:30.922, 140.34 W, 39, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:31.927, 135.35 W, 39, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:32.931, 131.84 W, 39, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:33.935, 131.43 W, 39, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:34.939, 133.74 W, 39, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:35.943, 143.19 W, 39, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:36.947, 146.93 W, 39, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:37.954, 149.62 W, 39, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:38.960, 149.09 W, 39, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:39.967, 148.46 W, 39, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:40.973, 143.80 W, 39, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:41.979, 144.90 W, 39, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:42.985, 149.72 W, 39, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:43.993, 146.73 W, 39, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:44.999, 80.71 W, 39, 38907 MiB, 80 %, 7 %
2023/05/07 18:01:46.005, 113.09 W, 38, 38907 MiB, 87 %, 4 %
2023/05/07 18:01:47.011, 144.48 W, 39, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:48.017, 141.13 W, 39, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:49.024, 130.03 W, 39, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:50.030, 143.13 W, 39, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:51.037, 148.74 W, 39, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:52.043, 138.34 W, 39, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:53.050, 147.31 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:54.056, 141.84 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:55.064, 145.24 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:56.069, 141.00 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:01:57.076, 138.41 W, 39, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:58.082, 139.14 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:01:59.089, 146.97 W, 39, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:00.096, 147.11 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:01.104, 144.65 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:02.111, 116.79 W, 39, 38907 MiB, 87 %, 4 %
2023/05/07 18:02:03.118, 143.58 W, 39, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:04.124, 142.49 W, 39, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:05.128, 148.49 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:06.132, 145.34 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:07.137, 131.09 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:08.141, 131.10 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:09.145, 128.42 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:10.151, 138.80 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:11.158, 138.83 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:12.166, 137.40 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:13.173, 133.76 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:14.180, 137.05 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:15.186, 139.29 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:16.190, 147.51 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:17.194, 148.98 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:18.198, 115.15 W, 39, 38907 MiB, 87 %, 4 %
2023/05/07 18:02:19.202, 135.85 W, 39, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:20.207, 135.49 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:21.211, 142.65 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:22.217, 140.61 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:23.224, 130.20 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:24.230, 127.96 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:25.234, 136.67 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:26.238, 138.48 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:27.243, 142.57 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:28.247, 146.72 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:29.251, 146.12 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:30.255, 136.93 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:31.261, 134.96 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:32.268, 130.22 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:33.274, 135.92 W, 40, 38907 MiB, 85 %, 7 %
2023/05/07 18:02:34.278, 115.29 W, 39, 38907 MiB, 87 %, 4 %
2023/05/07 18:02:35.282, 141.27 W, 39, 38907 MiB, 79 %, 6 %
2023/05/07 18:02:36.286, 150.45 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:37.290, 148.70 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:38.294, 135.89 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:39.299, 137.05 W, 40, 38907 MiB, 85 %, 7 %
2023/05/07 18:02:40.303, 134.05 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:41.309, 142.92 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:42.315, 147.60 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:43.322, 148.99 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:44.329, 138.00 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:45.335, 135.45 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:46.342, 134.40 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:47.349, 135.25 W, 40, 38907 MiB, 85 %, 7 %
2023/05/07 18:02:48.355, 136.76 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:49.362, 148.59 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:50.368, 117.55 W, 39, 38907 MiB, 87 %, 4 %
2023/05/07 18:02:51.375, 135.13 W, 40, 38907 MiB, 69 %, 5 %
2023/05/07 18:02:52.381, 137.54 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:53.388, 140.41 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:54.395, 145.79 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:55.399, 148.58 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:02:56.403, 139.89 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:57.407, 148.24 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:58.411, 139.29 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:02:59.415, 128.63 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:03:00.419, 133.52 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:03:01.423, 130.28 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:03:02.428, 130.74 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:03:03.434, 133.47 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:03:04.440, 132.11 W, 40, 38907 MiB, 85 %, 7 %
2023/05/07 18:03:05.446, 143.07 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:03:06.450, 115.77 W, 39, 38907 MiB, 53 %, 3 %
2023/05/07 18:03:07.454, 140.86 W, 39, 38907 MiB, 33 %, 2 %
2023/05/07 18:03:08.458, 133.22 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:03:09.463, 148.91 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:03:10.468, 134.32 W, 40, 38907 MiB, 84 %, 7 %
2023/05/07 18:03:11.472, 139.13 W, 40, 38907 MiB, 83 %, 7 %
2023/05/07 18:03:12.478, 132.92 W, 40, 38907 MiB, 84 %, 7 %
