timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/05 12:53:37.931, 37.37 W, 35, 0 MiB, 38 %, 0 %
2023/05/05 12:53:38.936, 37.07 W, 34, 0 MiB, 0 %, 0 %
2023/05/05 12:53:39.941, 36.89 W, 34, 0 MiB, 0 %, 0 %
2023/05/05 12:53:40.945, 36.76 W, 34, 0 MiB, 0 %, 0 %
2023/05/05 12:53:41.950, 36.38 W, 33, 0 MiB, 0 %, 0 %
2023/05/05 12:53:42.954, 36.49 W, 33, 0 MiB, 0 %, 0 %
2023/05/05 12:53:43.958, 36.69 W, 33, 0 MiB, 0 %, 0 %
2023/05/05 12:53:44.963, 36.58 W, 33, 3 MiB, 0 %, 0 %
2023/05/05 12:53:45.967, 36.20 W, 32, 3 MiB, 0 %, 0 %
2023/05/05 12:53:46.971, 36.79 W, 32, 515 MiB, 12 %, 0 %
2023/05/05 12:53:47.978, 36.97 W, 32, 771 MiB, 2 %, 0 %
2023/05/05 12:53:48.988, 36.60 W, 32, 971 MiB, 2 %, 0 %
2023/05/05 12:53:49.993, 36.29 W, 32, 1033 MiB, 0 %, 0 %
2023/05/05 12:53:51.000, 36.19 W, 31, 1097 MiB, 0 %, 0 %
2023/05/05 12:53:52.010, 35.91 W, 31, 1225 MiB, 0 %, 0 %
2023/05/05 12:53:53.015, 35.90 W, 31, 1225 MiB, 0 %, 0 %
2023/05/05 12:53:54.023, 35.99 W, 31, 1225 MiB, 0 %, 0 %
2023/05/05 12:53:55.030, 35.71 W, 31, 1225 MiB, 0 %, 0 %
2023/05/05 12:53:56.036, 35.69 W, 31, 1481 MiB, 0 %, 0 %
2023/05/05 12:53:57.043, 35.69 W, 30, 1481 MiB, 0 %, 0 %
2023/05/05 12:53:58.047, 35.60 W, 30, 1481 MiB, 0 %, 0 %
2023/05/05 12:53:59.052, 35.78 W, 30, 1481 MiB, 0 %, 0 %
2023/05/05 12:54:00.056, 35.49 W, 30, 1481 MiB, 0 %, 0 %
2023/05/05 12:54:01.062, 35.60 W, 30, 1481 MiB, 0 %, 0 %
2023/05/05 12:54:02.067, 35.31 W, 30, 1481 MiB, 0 %, 0 %
2023/05/05 12:54:03.071, 35.60 W, 30, 1481 MiB, 0 %, 0 %
2023/05/05 12:54:04.075, 35.19 W, 29, 1481 MiB, 0 %, 0 %
2023/05/05 12:54:05.081, 35.59 W, 29, 1661 MiB, 5 %, 0 %
2023/05/05 12:54:06.087, 35.21 W, 29, 2101 MiB, 3 %, 0 %
2023/05/05 12:54:07.094, 84.43 W, 30, 5917 MiB, 13 %, 4 %
2023/05/05 12:54:08.100, 212.20 W, 36, 10059 MiB, 78 %, 15 %
2023/05/05 12:54:09.104, 167.26 W, 38, 10059 MiB, 90 %, 16 %
2023/05/05 12:54:10.108, 212.56 W, 38, 10059 MiB, 93 %, 15 %
2023/05/05 12:54:11.112, 196.35 W, 39, 10059 MiB, 89 %, 15 %
2023/05/05 12:54:12.116, 193.04 W, 40, 10059 MiB, 85 %, 15 %
2023/05/05 12:54:13.121, 191.57 W, 40, 10059 MiB, 90 %, 16 %
2023/05/05 12:54:14.126, 151.47 W, 40, 10059 MiB, 79 %, 13 %
2023/05/05 12:54:15.132, 238.00 W, 40, 10059 MiB, 91 %, 15 %
2023/05/05 12:54:16.136, 203.75 W, 41, 10059 MiB, 88 %, 15 %
2023/05/05 12:54:17.140, 196.65 W, 42, 10059 MiB, 88 %, 15 %
2023/05/05 12:54:18.144, 56.53 W, 35, 10059 MiB, 0 %, 0 %
2023/05/05 12:54:19.148, 55.83 W, 34, 10059 MiB, 0 %, 0 %
2023/05/05 12:54:20.151, 36.20 W, 33, 10059 MiB, 0 %, 0 %
2023/05/05 12:54:21.156, 107.13 W, 35, 10059 MiB, 73 %, 3 %
2023/05/05 12:54:22.162, 106.87 W, 35, 10059 MiB, 68 %, 2 %
2023/05/05 12:54:23.168, 106.92 W, 36, 10059 MiB, 71 %, 3 %
2023/05/05 12:54:24.172, 189.62 W, 39, 10059 MiB, 89 %, 15 %
2023/05/05 12:54:25.176, 214.77 W, 41, 10059 MiB, 93 %, 16 %
2023/05/05 12:54:26.180, 194.14 W, 42, 10059 MiB, 91 %, 16 %
2023/05/05 12:54:27.184, 234.59 W, 42, 18251 MiB, 87 %, 15 %
2023/05/05 12:54:28.189, 167.78 W, 42, 18251 MiB, 90 %, 15 %
2023/05/05 12:54:29.196, 178.56 W, 41, 18251 MiB, 60 %, 11 %
2023/05/05 12:54:30.203, 209.40 W, 42, 18251 MiB, 82 %, 14 %
