timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/07 18:33:59.679, 37.72 W, 35, 0 MiB, 39 %, 0 %
2023/05/07 18:34:00.684, 37.32 W, 35, 0 MiB, 0 %, 0 %
2023/05/07 18:34:01.689, 37.31 W, 35, 0 MiB, 0 %, 0 %
2023/05/07 18:34:02.693, 37.03 W, 34, 0 MiB, 0 %, 0 %
2023/05/07 18:34:03.698, 37.13 W, 34, 0 MiB, 0 %, 0 %
2023/05/07 18:34:04.702, 37.13 W, 34, 0 MiB, 0 %, 0 %
2023/05/07 18:34:05.707, 36.94 W, 34, 0 MiB, 0 %, 0 %
2023/05/07 18:34:06.711, 37.62 W, 33, 0 MiB, 0 %, 0 %
2023/05/07 18:34:07.717, 37.63 W, 33, 709 MiB, 3 %, 0 %
2023/05/07 18:34:08.721, 37.62 W, 33, 907 MiB, 4 %, 0 %
2023/05/07 18:34:09.726, 36.83 W, 33, 969 MiB, 0 %, 0 %
2023/05/07 18:34:10.732, 36.83 W, 33, 38007 MiB, 1 %, 0 %
2023/05/07 18:34:11.739, 36.64 W, 33, 38007 MiB, 0 %, 0 %
2023/05/07 18:34:12.745, 36.64 W, 33, 38007 MiB, 0 %, 0 %
2023/05/07 18:34:13.751, 36.73 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 18:34:14.757, 36.64 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 18:34:15.763, 36.44 W, 32, 38007 MiB, 3 %, 0 %
2023/05/07 18:34:16.769, 36.34 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 18:34:17.775, 36.24 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 18:34:18.782, 36.54 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 18:34:19.787, 36.44 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 18:34:20.793, 36.31 W, 32, 38007 MiB, 0 %, 0 %
2023/05/07 18:34:21.799, 36.53 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 18:34:22.805, 36.42 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 18:34:23.811, 36.32 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 18:34:24.818, 36.64 W, 31, 38353 MiB, 6 %, 0 %
2023/05/07 18:34:25.824, 36.33 W, 31, 38793 MiB, 4 %, 0 %
2023/05/07 18:34:26.830, 149.61 W, 34, 38907 MiB, 78 %, 9 %
2023/05/07 18:34:27.836, 132.07 W, 36, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:28.840, 147.25 W, 37, 38907 MiB, 87 %, 6 %
2023/05/07 18:34:29.844, 146.14 W, 37, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:30.848, 136.69 W, 38, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:31.852, 162.03 W, 38, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:32.856, 137.88 W, 38, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:33.860, 160.79 W, 38, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:34.866, 137.53 W, 39, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:35.873, 160.76 W, 39, 38907 MiB, 87 %, 6 %
2023/05/07 18:34:36.876, 134.90 W, 39, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:37.881, 160.29 W, 39, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:38.885, 135.38 W, 39, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:39.889, 160.44 W, 40, 38907 MiB, 87 %, 6 %
2023/05/07 18:34:40.893, 157.41 W, 40, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:41.898, 137.40 W, 40, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:42.903, 159.42 W, 40, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:43.909, 164.92 W, 40, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:44.913, 159.16 W, 40, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:45.918, 136.21 W, 40, 38907 MiB, 87 %, 6 %
2023/05/07 18:34:46.922, 157.10 W, 41, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:47.926, 138.29 W, 41, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:48.931, 160.22 W, 41, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:49.937, 136.88 W, 41, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:50.941, 164.15 W, 41, 38907 MiB, 88 %, 6 %
2023/05/07 18:34:51.945, 140.47 W, 41, 38907 MiB, 88 %, 6 %
