timestamp, power.draw [W], temperature.gpu, memory.used [MiB]
2023/04/30 05:43:15.240, 34.13 W, 26, 0 MiB
2023/04/30 05:43:16.244, 34.23 W, 26, 0 MiB
2023/04/30 05:43:17.247, 34.23 W, 26, 0 MiB
2023/04/30 05:43:18.250, 34.13 W, 26, 0 MiB
2023/04/30 05:43:19.254, 34.32 W, 26, 0 MiB
2023/04/30 05:43:20.258, 34.23 W, 26, 0 MiB
2023/04/30 05:43:21.264, 34.23 W, 26, 0 MiB
2023/04/30 05:43:22.270, 34.23 W, 26, 0 MiB
2023/04/30 05:43:23.275, 34.32 W, 26, 0 MiB
2023/04/30 05:43:24.280, 34.13 W, 26, 0 MiB
2023/04/30 05:43:25.286, 34.23 W, 26, 0 MiB
2023/04/30 05:43:26.291, 32.15 W, 26, 0 MiB
2023/04/30 05:43:27.296, 32.24 W, 26, 0 MiB
2023/04/30 05:43:28.300, 32.15 W, 26, 0 MiB
2023/04/30 05:43:29.304, 32.25 W, 26, 0 MiB
2023/04/30 05:43:30.308, 32.15 W, 26, 0 MiB
2023/04/30 05:43:31.312, 32.05 W, 26, 3 MiB
2023/04/30 05:43:32.315, 31.86 W, 26, 3 MiB
2023/04/30 05:43:33.320, 35.42 W, 26, 15 MiB
2023/04/30 05:43:34.326, 35.13 W, 26, 583 MiB
2023/04/30 05:43:35.331, 34.13 W, 26, 629 MiB
2023/04/30 05:43:36.334, 34.13 W, 26, 703 MiB
2023/04/30 05:43:37.338, 34.03 W, 26, 817 MiB
2023/04/30 05:43:38.341, 33.84 W, 26, 919 MiB
2023/04/30 05:43:39.345, 34.13 W, 26, 977 MiB
2023/04/30 05:43:40.348, 34.03 W, 26, 1033 MiB
2023/04/30 05:43:41.352, 34.13 W, 26, 1097 MiB
2023/04/30 05:43:42.357, 34.13 W, 26, 1225 MiB
2023/04/30 05:43:43.363, 34.13 W, 26, 1481 MiB
2023/04/30 05:43:44.369, 34.13 W, 26, 1481 MiB
2023/04/30 05:43:45.375, 34.71 W, 26, 2261 MiB
2023/04/30 05:43:46.381, 34.32 W, 26, 2261 MiB
2023/04/30 05:43:47.388, 34.23 W, 26, 2261 MiB
2023/04/30 05:43:48.393, 33.94 W, 26, 3285 MiB
2023/04/30 05:43:49.399, 35.23 W, 26, 3285 MiB
2023/04/30 05:43:50.405, 34.23 W, 26, 3285 MiB
2023/04/30 05:43:51.411, 35.31 W, 26, 3285 MiB
2023/04/30 05:43:52.417, 34.71 W, 26, 3285 MiB
2023/04/30 05:43:53.423, 34.71 W, 26, 3285 MiB
2023/04/30 05:43:54.429, 34.42 W, 26, 3285 MiB
2023/04/30 05:43:55.434, 34.62 W, 26, 3285 MiB
2023/04/30 05:43:56.442, 34.42 W, 26, 3285 MiB
2023/04/30 05:43:57.447, 34.52 W, 26, 3285 MiB
2023/04/30 05:43:58.452, 34.32 W, 26, 3285 MiB
2023/04/30 05:43:59.458, 34.32 W, 26, 3285 MiB
2023/04/30 05:44:00.464, 34.82 W, 26, 3285 MiB
2023/04/30 05:44:01.470, 33.94 W, 26, 3285 MiB
2023/04/30 05:44:02.476, 34.32 W, 26, 3285 MiB
2023/04/30 05:44:03.479, 34.52 W, 26, 3285 MiB
2023/04/30 05:44:04.483, 35.42 W, 26, 3285 MiB
2023/04/30 05:44:05.486, 34.42 W, 26, 3285 MiB
2023/04/30 05:44:06.490, 34.52 W, 26, 3285 MiB
2023/04/30 05:44:07.494, 34.52 W, 26, 3285 MiB
2023/04/30 05:44:08.497, 34.52 W, 26, 3285 MiB
2023/04/30 05:44:09.501, 34.52 W, 26, 3285 MiB
2023/04/30 05:44:10.505, 34.71 W, 26, 3285 MiB
2023/04/30 05:44:11.511, 35.02 W, 26, 3285 MiB
2023/04/30 05:44:12.518, 34.13 W, 26, 3285 MiB
2023/04/30 05:44:13.523, 35.21 W, 26, 3285 MiB
2023/04/30 05:44:14.529, 34.52 W, 26, 3285 MiB
2023/04/30 05:44:15.536, 34.73 W, 26, 3285 MiB
2023/04/30 05:44:16.541, 34.23 W, 26, 3285 MiB
2023/04/30 05:44:17.547, 34.52 W, 26, 3285 MiB
2023/04/30 05:44:18.552, 34.32 W, 26, 3285 MiB
2023/04/30 05:44:19.558, 34.33 W, 26, 3285 MiB
2023/04/30 05:44:20.565, 35.52 W, 26, 3285 MiB
2023/04/30 05:44:21.570, 34.13 W, 26, 3285 MiB
2023/04/30 05:44:22.576, 36.19 W, 26, 3285 MiB
2023/04/30 05:44:23.581, 34.43 W, 26, 3285 MiB
2023/04/30 05:44:24.587, 34.52 W, 26, 3285 MiB
2023/04/30 05:44:25.591, 34.32 W, 26, 3285 MiB
2023/04/30 05:44:26.597, 34.52 W, 26, 3285 MiB
2023/04/30 05:44:27.602, 34.23 W, 26, 3285 MiB
2023/04/30 05:44:28.608, 34.32 W, 26, 3285 MiB
2023/04/30 05:44:29.613, 35.42 W, 26, 3285 MiB
2023/04/30 05:44:30.619, 34.23 W, 26, 3285 MiB
2023/04/30 05:44:31.624, 35.02 W, 26, 3285 MiB
2023/04/30 05:44:32.629, 34.42 W, 26, 3285 MiB
2023/04/30 05:44:33.634, 35.02 W, 26, 3285 MiB
2023/04/30 05:44:34.640, 34.42 W, 26, 3285 MiB
2023/04/30 05:44:35.645, 34.62 W, 26, 3285 MiB
2023/04/30 05:44:36.651, 34.32 W, 26, 3285 MiB
2023/04/30 05:44:37.657, 34.82 W, 26, 3285 MiB
2023/04/30 05:44:38.662, 34.32 W, 26, 3285 MiB
2023/04/30 05:44:39.667, 34.32 W, 26, 3285 MiB
2023/04/30 05:44:40.673, 34.82 W, 26, 3285 MiB
2023/04/30 05:44:41.678, 34.23 W, 26, 3285 MiB
2023/04/30 05:44:42.684, 35.21 W, 26, 3285 MiB
2023/04/30 05:44:43.690, 34.32 W, 26, 3285 MiB
2023/04/30 05:44:44.696, 34.73 W, 26, 3285 MiB
2023/04/30 05:44:45.702, 34.23 W, 26, 3285 MiB
2023/04/30 05:44:46.706, 34.72 W, 26, 3285 MiB
2023/04/30 05:44:47.710, 34.42 W, 26, 3285 MiB
2023/04/30 05:44:48.713, 34.71 W, 26, 3285 MiB
2023/04/30 05:44:49.717, 34.42 W, 26, 3285 MiB
2023/04/30 05:44:50.721, 34.71 W, 26, 3285 MiB
2023/04/30 05:44:51.724, 34.42 W, 26, 3285 MiB
2023/04/30 05:44:52.728, 34.23 W, 26, 3285 MiB
2023/04/30 05:44:53.734, 34.71 W, 26, 3285 MiB
2023/04/30 05:44:54.741, 34.23 W, 26, 3285 MiB
2023/04/30 05:44:55.747, 35.22 W, 26, 3285 MiB
2023/04/30 05:44:56.754, 34.32 W, 26, 3285 MiB
2023/04/30 05:44:57.760, 34.82 W, 26, 3285 MiB
2023/04/30 05:44:58.766, 34.52 W, 26, 3285 MiB
2023/04/30 05:44:59.769, 34.42 W, 26, 3285 MiB
2023/04/30 05:45:00.773, 34.63 W, 26, 3285 MiB
2023/04/30 05:45:01.777, 34.51 W, 26, 3285 MiB
2023/04/30 05:45:02.781, 34.23 W, 26, 3285 MiB
2023/04/30 05:45:03.784, 34.03 W, 26, 3285 MiB
2023/04/30 05:45:04.788, 35.12 W, 26, 3285 MiB
2023/04/30 05:45:05.793, 34.23 W, 26, 3285 MiB
2023/04/30 05:45:06.797, 34.82 W, 26, 3285 MiB
2023/04/30 05:45:07.801, 34.42 W, 26, 3285 MiB
2023/04/30 05:45:08.807, 35.13 W, 26, 3285 MiB
2023/04/30 05:45:09.813, 34.42 W, 26, 3285 MiB
2023/04/30 05:45:10.817, 34.61 W, 26, 3285 MiB
2023/04/30 05:45:11.820, 34.33 W, 26, 3285 MiB
2023/04/30 05:45:12.824, 34.62 W, 26, 3285 MiB
2023/04/30 05:45:13.828, 34.52 W, 26, 3285 MiB
2023/04/30 05:45:14.831, 34.13 W, 26, 3285 MiB
2023/04/30 05:45:15.835, 35.11 W, 26, 3285 MiB
2023/04/30 05:45:16.839, 34.32 W, 26, 3285 MiB
2023/04/30 05:45:17.842, 35.52 W, 26, 3285 MiB
2023/04/30 05:45:18.847, 34.23 W, 26, 3285 MiB
2023/04/30 05:45:19.853, 35.32 W, 26, 3285 MiB
2023/04/30 05:45:20.860, 34.32 W, 26, 3285 MiB
2023/04/30 05:45:21.866, 34.62 W, 26, 3285 MiB
2023/04/30 05:45:22.872, 34.42 W, 26, 3285 MiB
2023/04/30 05:45:23.877, 34.42 W, 26, 3285 MiB
2023/04/30 05:45:24.883, 34.32 W, 26, 3285 MiB
2023/04/30 05:45:25.889, 34.42 W, 26, 3285 MiB
2023/04/30 05:45:26.895, 34.43 W, 26, 3285 MiB
2023/04/30 05:45:27.901, 34.52 W, 26, 3285 MiB
2023/04/30 05:45:28.907, 34.62 W, 26, 3285 MiB
2023/04/30 05:45:29.912, 34.13 W, 26, 3285 MiB
2023/04/30 05:45:30.917, 34.81 W, 26, 3285 MiB
2023/04/30 05:45:31.923, 34.32 W, 26, 3285 MiB
2023/04/30 05:45:32.927, 34.81 W, 26, 3285 MiB
2023/04/30 05:45:33.931, 34.52 W, 26, 3285 MiB
2023/04/30 05:45:34.934, 34.62 W, 26, 3285 MiB
2023/04/30 05:45:35.938, 34.42 W, 26, 3285 MiB
2023/04/30 05:45:36.942, 34.42 W, 26, 3285 MiB
2023/04/30 05:45:37.945, 34.52 W, 26, 3285 MiB
2023/04/30 05:45:38.949, 34.03 W, 26, 3285 MiB
2023/04/30 05:45:39.953, 34.32 W, 26, 3285 MiB
2023/04/30 05:45:40.957, 34.32 W, 26, 3285 MiB
2023/04/30 05:45:41.963, 34.82 W, 26, 3285 MiB
2023/04/30 05:45:42.968, 34.42 W, 26, 3285 MiB
2023/04/30 05:45:43.975, 34.62 W, 26, 3285 MiB
2023/04/30 05:45:44.980, 34.32 W, 26, 3285 MiB
2023/04/30 05:45:45.986, 34.52 W, 26, 3285 MiB
2023/04/30 05:45:46.992, 34.62 W, 26, 3285 MiB
2023/04/30 05:45:47.996, 34.13 W, 26, 3285 MiB
2023/04/30 05:45:49.000, 34.23 W, 26, 3285 MiB
2023/04/30 05:45:50.003, 34.23 W, 26, 3285 MiB
2023/04/30 05:45:51.007, 36.09 W, 26, 3285 MiB
2023/04/30 05:45:52.011, 34.13 W, 26, 3285 MiB
2023/04/30 05:45:53.014, 34.92 W, 26, 3285 MiB
2023/04/30 05:45:54.018, 34.23 W, 26, 3285 MiB
2023/04/30 05:45:55.022, 34.73 W, 26, 3285 MiB
2023/04/30 05:45:56.027, 34.52 W, 26, 3285 MiB
2023/04/30 05:45:57.033, 34.52 W, 26, 3285 MiB
2023/04/30 05:45:58.039, 34.32 W, 26, 3285 MiB
2023/04/30 05:45:59.045, 34.13 W, 25, 3285 MiB
2023/04/30 05:46:00.051, 34.71 W, 26, 3285 MiB
2023/04/30 05:46:01.057, 34.23 W, 26, 3285 MiB
2023/04/30 05:46:02.063, 35.52 W, 26, 3285 MiB
2023/04/30 05:46:03.070, 34.71 W, 25, 3285 MiB
2023/04/30 05:46:04.075, 34.62 W, 26, 3285 MiB
2023/04/30 05:46:05.082, 34.32 W, 25, 3285 MiB
2023/04/30 05:46:06.087, 34.42 W, 26, 3285 MiB
2023/04/30 05:46:07.093, 34.52 W, 25, 3285 MiB
2023/04/30 05:46:08.100, 34.23 W, 26, 3285 MiB
2023/04/30 05:46:09.106, 35.11 W, 26, 3285 MiB
2023/04/30 05:46:10.112, 34.13 W, 26, 3285 MiB
2023/04/30 05:46:11.119, 35.02 W, 26, 3285 MiB
2023/04/30 05:46:12.125, 34.33 W, 25, 3285 MiB
2023/04/30 05:46:13.130, 35.31 W, 26, 3285 MiB
2023/04/30 05:46:14.136, 34.71 W, 25, 3285 MiB
2023/04/30 05:46:15.142, 34.73 W, 26, 3285 MiB
2023/04/30 05:46:16.149, 34.33 W, 25, 3285 MiB
2023/04/30 05:46:17.152, 34.71 W, 25, 3285 MiB
2023/04/30 05:46:18.156, 34.62 W, 25, 3285 MiB
2023/04/30 05:46:19.159, 34.62 W, 25, 3285 MiB
2023/04/30 05:46:20.163, 34.82 W, 26, 3285 MiB
2023/04/30 05:46:21.167, 34.13 W, 25, 3285 MiB
2023/04/30 05:46:22.170, 34.52 W, 25, 3285 MiB
2023/04/30 05:46:23.174, 34.42 W, 26, 3285 MiB
2023/04/30 05:46:24.179, 35.02 W, 26, 3285 MiB
2023/04/30 05:46:25.186, 34.42 W, 25, 3285 MiB
2023/04/30 05:46:26.189, 34.71 W, 25, 3285 MiB
2023/04/30 05:46:27.193, 34.42 W, 25, 3285 MiB
2023/04/30 05:46:28.197, 34.52 W, 25, 3285 MiB
2023/04/30 05:46:29.201, 34.42 W, 25, 3285 MiB
2023/04/30 05:46:30.204, 34.32 W, 26, 3285 MiB
2023/04/30 05:46:31.208, 34.82 W, 26, 3285 MiB
2023/04/30 05:46:32.212, 34.03 W, 26, 3285 MiB
2023/04/30 05:46:33.216, 35.32 W, 25, 3285 MiB
2023/04/30 05:46:34.220, 34.32 W, 25, 3285 MiB
2023/04/30 05:46:35.225, 34.52 W, 25, 3285 MiB
2023/04/30 05:46:36.231, 34.32 W, 25, 3285 MiB
2023/04/30 05:46:37.236, 34.32 W, 25, 3285 MiB
2023/04/30 05:46:38.242, 34.23 W, 25, 3285 MiB
2023/04/30 05:46:39.248, 34.42 W, 25, 3285 MiB
2023/04/30 05:46:40.254, 34.82 W, 25, 3285 MiB
2023/04/30 05:46:41.260, 34.23 W, 25, 3285 MiB
2023/04/30 05:46:42.265, 34.52 W, 25, 3285 MiB
2023/04/30 05:46:43.271, 34.32 W, 25, 3285 MiB
2023/04/30 05:46:44.277, 34.92 W, 26, 3285 MiB
2023/04/30 05:46:45.282, 34.52 W, 25, 3285 MiB
2023/04/30 05:46:46.288, 34.72 W, 25, 3285 MiB
2023/04/30 05:46:47.294, 34.42 W, 25, 3285 MiB
2023/04/30 05:46:48.300, 34.52 W, 25, 3285 MiB
2023/04/30 05:46:49.305, 34.42 W, 25, 3285 MiB
2023/04/30 05:46:50.311, 34.03 W, 25, 3285 MiB
2023/04/30 05:46:51.317, 35.32 W, 25, 3285 MiB
2023/04/30 05:46:52.323, 33.94 W, 25, 3285 MiB
2023/04/30 05:46:53.328, 34.32 W, 25, 3285 MiB
2023/04/30 05:46:54.334, 34.52 W, 26, 3285 MiB
2023/04/30 05:46:55.340, 34.62 W, 25, 3285 MiB
2023/04/30 05:46:56.346, 34.42 W, 25, 3285 MiB
2023/04/30 05:46:57.352, 34.62 W, 25, 3285 MiB
2023/04/30 05:46:58.358, 34.62 W, 25, 3285 MiB
2023/04/30 05:46:59.364, 34.52 W, 25, 3285 MiB
2023/04/30 05:47:00.370, 34.23 W, 25, 3285 MiB
2023/04/30 05:47:01.377, 34.13 W, 25, 3285 MiB
2023/04/30 05:47:02.383, 34.32 W, 25, 3285 MiB
2023/04/30 05:47:03.389, 34.52 W, 25, 3285 MiB
2023/04/30 05:47:04.395, 35.02 W, 26, 3285 MiB
2023/04/30 05:47:05.399, 34.32 W, 25, 3285 MiB
2023/04/30 05:47:06.403, 34.52 W, 25, 3285 MiB
2023/04/30 05:47:07.406, 34.42 W, 25, 3285 MiB
2023/04/30 05:47:08.410, 34.62 W, 25, 3285 MiB
2023/04/30 05:47:09.414, 34.23 W, 25, 3285 MiB
2023/04/30 05:47:10.417, 34.42 W, 25, 3285 MiB
2023/04/30 05:47:11.421, 34.62 W, 25, 3285 MiB
2023/04/30 05:47:12.425, 34.13 W, 25, 3285 MiB
2023/04/30 05:47:13.431, 35.21 W, 25, 3285 MiB
2023/04/30 05:47:14.437, 34.42 W, 25, 3285 MiB
2023/04/30 05:47:15.443, 34.72 W, 25, 3285 MiB
2023/04/30 05:47:16.449, 34.32 W, 25, 3285 MiB
2023/04/30 05:47:17.456, 34.62 W, 25, 3285 MiB
2023/04/30 05:47:18.461, 34.63 W, 25, 3285 MiB
2023/04/30 05:47:19.467, 34.71 W, 25, 3285 MiB
2023/04/30 05:47:20.474, 34.32 W, 25, 3285 MiB
2023/04/30 05:47:21.479, 34.71 W, 25, 3285 MiB
2023/04/30 05:47:22.485, 34.62 W, 25, 3285 MiB
2023/04/30 05:47:23.490, 34.62 W, 25, 3285 MiB
2023/04/30 05:47:24.497, 34.92 W, 25, 3285 MiB
2023/04/30 05:47:25.503, 33.94 W, 25, 3285 MiB
2023/04/30 05:47:26.509, 34.32 W, 25, 3285 MiB
2023/04/30 05:47:27.516, 34.42 W, 25, 3285 MiB
2023/04/30 05:47:28.522, 35.62 W, 25, 3285 MiB
2023/04/30 05:47:29.527, 34.42 W, 25, 3285 MiB
2023/04/30 05:47:30.533, 34.52 W, 25, 3285 MiB
2023/04/30 05:47:31.540, 34.23 W, 25, 3285 MiB
2023/04/30 05:47:32.546, 34.71 W, 25, 3285 MiB
2023/04/30 05:47:33.552, 34.52 W, 25, 3285 MiB
2023/04/30 05:47:34.557, 34.03 W, 25, 3285 MiB
2023/04/30 05:47:35.563, 35.32 W, 25, 3285 MiB
2023/04/30 05:47:36.570, 34.43 W, 25, 3285 MiB
2023/04/30 05:47:37.576, 35.60 W, 25, 3285 MiB
2023/04/30 05:47:38.582, 34.33 W, 25, 3285 MiB
2023/04/30 05:47:39.587, 34.71 W, 25, 3285 MiB
2023/04/30 05:47:40.593, 34.23 W, 25, 3285 MiB
2023/04/30 05:47:41.599, 34.52 W, 25, 3285 MiB
2023/04/30 05:47:42.605, 34.43 W, 25, 3285 MiB
2023/04/30 05:47:43.611, 34.52 W, 25, 3285 MiB
2023/04/30 05:47:44.616, 34.32 W, 25, 3285 MiB
2023/04/30 05:47:45.623, 34.62 W, 25, 3285 MiB
2023/04/30 05:47:46.629, 34.52 W, 25, 3285 MiB
2023/04/30 05:47:47.633, 34.13 W, 25, 3285 MiB
2023/04/30 05:47:48.637, 35.51 W, 25, 3285 MiB
2023/04/30 05:47:49.640, 33.94 W, 25, 3285 MiB
2023/04/30 05:47:50.644, 35.12 W, 25, 3285 MiB
2023/04/30 05:47:51.648, 34.42 W, 25, 3285 MiB
2023/04/30 05:47:52.652, 34.82 W, 25, 3285 MiB
2023/04/30 05:47:53.655, 34.32 W, 25, 3285 MiB
2023/04/30 05:47:54.659, 34.62 W, 25, 3285 MiB
