timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/07 20:20:41.187, 37.52 W, 33, 0 MiB, 40 %, 0 %
2023/05/07 20:20:42.192, 36.82 W, 33, 0 MiB, 0 %, 0 %
2023/05/07 20:20:43.197, 36.92 W, 32, 0 MiB, 0 %, 0 %
2023/05/07 20:20:44.203, 36.82 W, 32, 0 MiB, 0 %, 0 %
2023/05/07 20:20:45.210, 36.82 W, 32, 0 MiB, 0 %, 0 %
2023/05/07 20:20:46.216, 36.62 W, 32, 0 MiB, 0 %, 0 %
2023/05/07 20:20:47.222, 36.63 W, 31, 0 MiB, 0 %, 0 %
2023/05/07 20:20:48.228, 37.61 W, 31, 573 MiB, 2 %, 0 %
2023/05/07 20:20:49.233, 37.32 W, 31, 829 MiB, 2 %, 0 %
2023/05/07 20:20:50.237, 36.23 W, 31, 969 MiB, 0 %, 0 %
2023/05/07 20:20:51.241, 36.33 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 20:20:52.246, 36.33 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 20:20:53.250, 36.23 W, 31, 38007 MiB, 0 %, 0 %
2023/05/07 20:20:54.255, 36.23 W, 30, 38007 MiB, 1 %, 0 %
2023/05/07 20:20:55.259, 36.33 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 20:20:56.264, 36.23 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 20:20:57.270, 36.03 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 20:20:58.277, 36.13 W, 30, 38007 MiB, 0 %, 0 %
2023/05/07 20:20:59.283, 36.03 W, 30, 38423 MiB, 4 %, 0 %
2023/05/07 20:21:00.290, 36.03 W, 30, 38785 MiB, 4 %, 0 %
2023/05/07 20:21:01.297, 119.71 W, 32, 38907 MiB, 59 %, 11 %
2023/05/07 20:21:02.301, 166.98 W, 36, 38907 MiB, 86 %, 7 %
2023/05/07 20:21:03.305, 187.75 W, 37, 38907 MiB, 86 %, 7 %
2023/05/07 20:21:04.309, 164.96 W, 38, 38907 MiB, 89 %, 7 %
2023/05/07 20:21:05.314, 168.39 W, 38, 38907 MiB, 85 %, 7 %
2023/05/07 20:21:06.318, 180.78 W, 38, 38907 MiB, 87 %, 7 %
2023/05/07 20:21:07.323, 185.56 W, 38, 38907 MiB, 88 %, 7 %
2023/05/07 20:21:08.330, 162.44 W, 39, 38907 MiB, 88 %, 7 %
2023/05/07 20:21:09.334, 173.10 W, 39, 38907 MiB, 86 %, 7 %
2023/05/07 20:21:10.338, 156.80 W, 39, 38907 MiB, 89 %, 7 %
2023/05/07 20:21:11.342, 186.62 W, 39, 38907 MiB, 91 %, 7 %
2023/05/07 20:21:12.346, 56.85 W, 34, 38907 MiB, 0 %, 0 %
2023/05/07 20:21:13.350, 112.94 W, 36, 38907 MiB, 82 %, 9 %
2023/05/07 20:21:14.354, 56.95 W, 35, 38907 MiB, 35 %, 7 %
2023/05/07 20:21:15.358, 167.10 W, 39, 38907 MiB, 90 %, 7 %
2023/05/07 20:21:16.365, 167.65 W, 40, 38907 MiB, 91 %, 7 %
