timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/05 17:17:09.367, 38.04 W, 37, 0 MiB, 41 %, 0 %
2023/05/05 17:17:10.373, 36.98 W, 36, 0 MiB, 0 %, 0 %
2023/05/05 17:17:11.385, 36.88 W, 35, 3 MiB, 0 %, 0 %
2023/05/05 17:17:12.389, 36.97 W, 35, 707 MiB, 7 %, 0 %
2023/05/05 17:17:13.394, 36.78 W, 35, 1083 MiB, 0 %, 0 %
2023/05/05 17:17:14.398, 36.76 W, 34, 1859 MiB, 5 %, 0 %
2023/05/05 17:17:15.404, 260.02 W, 41, 5423 MiB, 92 %, 53 %
2023/05/05 17:17:16.409, 246.38 W, 43, 5423 MiB, 95 %, 56 %
2023/05/05 17:17:17.420, 234.03 W, 44, 5423 MiB, 95 %, 60 %
2023/05/05 17:17:18.431, 255.85 W, 45, 5423 MiB, 94 %, 55 %
2023/05/05 17:17:19.444, 264.19 W, 45, 5423 MiB, 94 %, 56 %
2023/05/05 17:17:20.457, 244.36 W, 46, 5423 MiB, 94 %, 56 %
2023/05/05 17:17:21.469, 229.94 W, 46, 5423 MiB, 96 %, 60 %
2023/05/05 17:17:22.477, 57.92 W, 39, 8207 MiB, 0 %, 0 %
2023/05/05 17:17:23.482, 250.79 W, 45, 8207 MiB, 93 %, 57 %
2023/05/05 17:17:24.489, 249.62 W, 46, 8207 MiB, 93 %, 57 %
2023/05/05 17:17:25.493, 259.60 W, 46, 8207 MiB, 93 %, 56 %
2023/05/05 17:17:26.499, 256.94 W, 46, 8207 MiB, 90 %, 53 %
2023/05/05 17:17:27.510, 241.05 W, 47, 8207 MiB, 90 %, 53 %
2023/05/05 17:17:28.518, 239.81 W, 47, 8207 MiB, 91 %, 53 %
2023/05/05 17:17:29.524, 238.61 W, 47, 8207 MiB, 92 %, 53 %
2023/05/05 17:17:30.528, 58.61 W, 40, 8207 MiB, 0 %, 0 %
2023/05/05 17:17:31.531, 251.27 W, 46, 8207 MiB, 90 %, 53 %
2023/05/05 17:17:32.537, 227.61 W, 47, 8207 MiB, 84 %, 49 %
2023/05/05 17:17:33.541, 218.97 W, 47, 8207 MiB, 92 %, 55 %
2023/05/05 17:17:34.548, 257.76 W, 48, 8207 MiB, 90 %, 53 %
2023/05/05 17:17:35.558, 231.82 W, 48, 8207 MiB, 88 %, 52 %
2023/05/05 17:17:36.562, 247.93 W, 48, 8207 MiB, 93 %, 54 %
2023/05/05 17:17:37.568, 262.45 W, 48, 8207 MiB, 94 %, 56 %
2023/05/05 17:17:38.572, 59.01 W, 41, 8207 MiB, 0 %, 0 %
2023/05/05 17:17:39.580, 254.22 W, 47, 8207 MiB, 97 %, 59 %
2023/05/05 17:17:40.584, 254.69 W, 47, 8207 MiB, 94 %, 58 %
2023/05/05 17:17:41.589, 239.95 W, 48, 8207 MiB, 88 %, 50 %
2023/05/05 17:17:42.597, 251.25 W, 48, 8207 MiB, 93 %, 57 %
2023/05/05 17:17:43.601, 263.14 W, 48, 8207 MiB, 91 %, 54 %
