timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/08 00:21:53.192, 36.13 W, 29, 0 MiB, 40 %, 0 %
2023/05/08 00:21:54.198, 36.03 W, 29, 0 MiB, 0 %, 0 %
2023/05/08 00:21:55.204, 36.03 W, 29, 0 MiB, 0 %, 0 %
2023/05/08 00:21:56.210, 36.42 W, 29, 3 MiB, 0 %, 0 %
2023/05/08 00:21:57.216, 35.74 W, 29, 3 MiB, 0 %, 0 %
2023/05/08 00:21:58.223, 35.44 W, 29, 3 MiB, 0 %, 0 %
2023/05/08 00:21:59.230, 36.93 W, 28, 15 MiB, 0 %, 0 %
2023/05/08 00:22:00.237, 37.02 W, 28, 1153 MiB, 8 %, 0 %
2023/05/08 00:22:01.244, 35.53 W, 28, 1283 MiB, 1 %, 0 %
2023/05/08 00:22:02.250, 35.93 W, 28, 1987 MiB, 8 %, 0 %
2023/05/08 00:22:03.257, 105.95 W, 31, 2629 MiB, 48 %, 16 %
2023/05/08 00:22:04.263, 107.33 W, 32, 2629 MiB, 48 %, 16 %
2023/05/08 00:22:05.270, 161.77 W, 33, 2629 MiB, 54 %, 17 %
2023/05/08 00:22:06.277, 151.20 W, 33, 2629 MiB, 49 %, 16 %
2023/05/08 00:22:07.281, 107.68 W, 33, 2629 MiB, 48 %, 16 %
2023/05/08 00:22:08.285, 107.35 W, 33, 2629 MiB, 50 %, 16 %
2023/05/08 00:22:09.289, 129.24 W, 34, 2629 MiB, 52 %, 18 %
2023/05/08 00:22:10.293, 142.62 W, 34, 2629 MiB, 53 %, 18 %
2023/05/08 00:22:11.297, 108.88 W, 34, 2629 MiB, 52 %, 17 %
2023/05/08 00:22:12.301, 128.14 W, 34, 2629 MiB, 52 %, 18 %
2023/05/08 00:22:13.307, 152.87 W, 34, 2629 MiB, 53 %, 17 %
2023/05/08 00:22:14.314, 159.66 W, 34, 2629 MiB, 53 %, 17 %
2023/05/08 00:22:15.319, 160.27 W, 34, 2629 MiB, 53 %, 17 %
2023/05/08 00:22:16.323, 153.66 W, 34, 2629 MiB, 53 %, 18 %
2023/05/08 00:22:17.327, 137.61 W, 35, 2629 MiB, 52 %, 17 %
2023/05/08 00:22:18.331, 130.99 W, 34, 2629 MiB, 51 %, 17 %
2023/05/08 00:22:19.335, 104.77 W, 35, 2629 MiB, 50 %, 16 %
2023/05/08 00:22:20.340, 103.09 W, 35, 2629 MiB, 49 %, 15 %
2023/05/08 00:22:21.347, 159.42 W, 35, 2629 MiB, 42 %, 14 %
2023/05/08 00:22:22.351, 109.70 W, 35, 2629 MiB, 54 %, 18 %
2023/05/08 00:22:23.355, 117.33 W, 35, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:24.359, 160.04 W, 35, 2629 MiB, 53 %, 18 %
2023/05/08 00:22:25.363, 148.45 W, 35, 2629 MiB, 47 %, 15 %
2023/05/08 00:22:26.367, 107.88 W, 35, 2629 MiB, 54 %, 18 %
2023/05/08 00:22:27.371, 143.77 W, 36, 2629 MiB, 54 %, 17 %
2023/05/08 00:22:28.376, 163.53 W, 35, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:29.383, 109.90 W, 35, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:30.387, 143.85 W, 35, 2629 MiB, 53 %, 17 %
2023/05/08 00:22:31.392, 126.27 W, 36, 2629 MiB, 50 %, 16 %
2023/05/08 00:22:32.396, 109.67 W, 36, 2629 MiB, 54 %, 18 %
2023/05/08 00:22:33.400, 108.49 W, 36, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:34.404, 120.65 W, 36, 2629 MiB, 54 %, 18 %
2023/05/08 00:22:35.408, 143.29 W, 36, 2629 MiB, 51 %, 17 %
2023/05/08 00:22:36.414, 114.94 W, 36, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:37.420, 110.37 W, 36, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:38.424, 138.88 W, 36, 2629 MiB, 53 %, 18 %
2023/05/08 00:22:39.429, 158.25 W, 36, 2629 MiB, 56 %, 18 %
2023/05/08 00:22:40.433, 141.41 W, 37, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:41.437, 145.23 W, 36, 2629 MiB, 54 %, 18 %
2023/05/08 00:22:42.441, 105.16 W, 36, 2629 MiB, 46 %, 15 %
2023/05/08 00:22:43.445, 130.83 W, 36, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:44.451, 109.67 W, 36, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:45.458, 127.24 W, 37, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:46.465, 107.71 W, 36, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:47.472, 110.57 W, 36, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:48.476, 117.30 W, 37, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:49.480, 112.93 W, 37, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:50.485, 111.23 W, 37, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:51.489, 110.73 W, 37, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:52.494, 112.34 W, 37, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:53.498, 112.23 W, 37, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:54.503, 109.88 W, 37, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:55.508, 108.62 W, 37, 2629 MiB, 55 %, 18 %
2023/05/08 00:22:56.515, 56.06 W, 35, 7163 MiB, 16 %, 5 %
2023/05/08 00:22:57.527, 55.97 W, 35, 7163 MiB, 0 %, 0 %
2023/05/08 00:22:58.531, 111.71 W, 36, 7163 MiB, 55 %, 18 %
2023/05/08 00:22:59.535, 159.95 W, 37, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:00.541, 110.58 W, 37, 7163 MiB, 54 %, 18 %
2023/05/08 00:23:01.548, 113.08 W, 37, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:02.554, 159.03 W, 37, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:03.560, 109.96 W, 37, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:04.566, 110.38 W, 37, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:05.570, 135.08 W, 37, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:06.574, 164.63 W, 37, 7163 MiB, 52 %, 17 %
2023/05/08 00:23:07.578, 161.64 W, 37, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:08.583, 164.20 W, 38, 7163 MiB, 56 %, 18 %
2023/05/08 00:23:09.587, 162.21 W, 37, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:10.591, 111.15 W, 37, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:11.595, 110.75 W, 37, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:12.599, 110.70 W, 37, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:13.604, 111.67 W, 38, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:14.610, 108.43 W, 37, 7163 MiB, 53 %, 18 %
2023/05/08 00:23:15.614, 115.42 W, 38, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:16.618, 112.63 W, 37, 7163 MiB, 56 %, 19 %
2023/05/08 00:23:17.622, 139.12 W, 37, 7163 MiB, 52 %, 17 %
2023/05/08 00:23:18.627, 166.46 W, 38, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:19.630, 159.50 W, 37, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:20.635, 167.07 W, 38, 7163 MiB, 56 %, 18 %
2023/05/08 00:23:21.641, 134.83 W, 38, 7163 MiB, 52 %, 17 %
2023/05/08 00:23:22.645, 111.94 W, 37, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:23.649, 141.05 W, 38, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:24.653, 156.59 W, 37, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:25.658, 164.05 W, 38, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:26.662, 112.76 W, 38, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:27.667, 111.23 W, 38, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:28.673, 110.87 W, 38, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:29.677, 111.09 W, 38, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:30.682, 111.45 W, 38, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:31.686, 120.70 W, 38, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:32.691, 109.63 W, 38, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:33.695, 133.17 W, 38, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:34.699, 147.67 W, 38, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:35.705, 158.23 W, 38, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:36.711, 124.77 W, 38, 7163 MiB, 55 %, 18 %
2023/05/08 00:23:37.718, 145.89 W, 38, 7163 MiB, 55 %, 18 %
