timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/07 22:51:42.961, 37.60 W, 35, 0 MiB, 42 %, 0 %
2023/05/07 22:51:43.967, 37.51 W, 34, 0 MiB, 0 %, 0 %
2023/05/07 22:51:44.972, 37.22 W, 34, 0 MiB, 0 %, 0 %
2023/05/07 22:51:45.976, 36.92 W, 34, 0 MiB, 0 %, 0 %
2023/05/07 22:51:46.981, 37.02 W, 33, 0 MiB, 0 %, 0 %
2023/05/07 22:51:47.985, 37.02 W, 33, 0 MiB, 0 %, 0 %
2023/05/07 22:51:48.990, 36.82 W, 33, 0 MiB, 0 %, 0 %
2023/05/07 22:51:49.995, 36.92 W, 33, 0 MiB, 0 %, 0 %
2023/05/07 22:51:51.000, 36.63 W, 32, 0 MiB, 0 %, 0 %
2023/05/07 22:51:52.005, 36.72 W, 32, 0 MiB, 0 %, 0 %
2023/05/07 22:51:53.010, 36.51 W, 32, 0 MiB, 0 %, 0 %
2023/05/07 22:51:54.016, 34.84 W, 32, 0 MiB, 0 %, 0 %
2023/05/07 22:51:55.021, 34.54 W, 31, 3 MiB, 0 %, 0 %
2023/05/07 22:51:56.026, 34.54 W, 31, 3 MiB, 0 %, 0 %
2023/05/07 22:51:57.031, 34.35 W, 31, 3 MiB, 0 %, 0 %
2023/05/07 22:51:58.036, 34.45 W, 31, 3 MiB, 0 %, 0 %
2023/05/07 22:51:59.041, 36.82 W, 31, 497 MiB, 3 %, 0 %
2023/05/07 22:52:00.046, 36.04 W, 31, 505 MiB, 0 %, 0 %
2023/05/07 22:52:01.050, 36.03 W, 31, 525 MiB, 0 %, 0 %
2023/05/07 22:52:02.055, 35.93 W, 30, 529 MiB, 0 %, 0 %
2023/05/07 22:52:04.460, 36.13 W, 30, 543 MiB, 0 %, 0 %
2023/05/07 22:52:05.464, 36.03 W, 30, 565 MiB, 1 %, 0 %
2023/05/07 22:52:06.468, 36.03 W, 30, 593 MiB, 0 %, 0 %
2023/05/07 22:52:07.473, 35.93 W, 30, 621 MiB, 0 %, 0 %
2023/05/07 22:52:08.477, 35.93 W, 30, 697 MiB, 2 %, 0 %
2023/05/07 22:52:09.481, 35.93 W, 29, 761 MiB, 0 %, 0 %
2023/05/07 22:52:10.486, 36.03 W, 29, 761 MiB, 0 %, 0 %
2023/05/07 22:52:11.491, 35.93 W, 29, 1081 MiB, 1 %, 0 %
2023/05/07 22:52:12.497, 35.93 W, 29, 1083 MiB, 0 %, 0 %
2023/05/07 22:52:13.504, 35.74 W, 29, 1083 MiB, 0 %, 0 %
2023/05/07 22:52:14.550, 35.74 W, 29, 1137 MiB, 0 %, 0 %
2023/05/07 22:52:15.557, 35.93 W, 29, 1147 MiB, 0 %, 0 %
2023/05/07 22:52:16.564, 35.63 W, 29, 1161 MiB, 0 %, 0 %
2023/05/07 22:52:17.570, 35.74 W, 29, 1223 MiB, 1 %, 0 %
2023/05/07 22:52:18.577, 35.74 W, 29, 1253 MiB, 0 %, 0 %
2023/05/07 22:52:19.583, 35.71 W, 28, 1433 MiB, 0 %, 0 %
2023/05/07 22:52:20.589, 35.53 W, 28, 1433 MiB, 0 %, 0 %
2023/05/07 22:52:21.596, 35.74 W, 28, 1441 MiB, 0 %, 0 %
2023/05/07 22:52:22.602, 35.53 W, 28, 1501 MiB, 0 %, 0 %
2023/05/07 22:52:23.609, 35.53 W, 28, 1501 MiB, 0 %, 0 %
2023/05/07 22:52:24.616, 35.53 W, 28, 1501 MiB, 0 %, 0 %
2023/05/07 22:52:25.623, 35.63 W, 28, 1501 MiB, 0 %, 0 %
2023/05/07 22:52:26.630, 35.53 W, 28, 1521 MiB, 0 %, 0 %
2023/05/07 22:52:27.637, 35.53 W, 28, 1521 MiB, 0 %, 0 %
2023/05/07 22:52:28.644, 35.53 W, 28, 1533 MiB, 0 %, 0 %
2023/05/07 22:52:29.650, 35.43 W, 28, 1539 MiB, 0 %, 0 %
2023/05/07 22:52:30.657, 35.43 W, 28, 1561 MiB, 0 %, 0 %
2023/05/07 22:52:31.664, 35.63 W, 28, 1631 MiB, 3 %, 0 %
2023/05/07 22:52:32.671, 35.73 W, 28, 1705 MiB, 1 %, 0 %
2023/05/07 22:52:33.679, 35.73 W, 28, 1715 MiB, 0 %, 0 %
2023/05/07 22:52:34.685, 37.32 W, 28, 1919 MiB, 4 %, 0 %
2023/05/07 22:52:35.691, 35.83 W, 27, 2081 MiB, 0 %, 0 %
2023/05/07 22:52:36.697, 64.96 W, 29, 2317 MiB, 37 %, 7 %
2023/05/07 22:52:37.703, 67.89 W, 29, 2317 MiB, 34 %, 6 %
2023/05/07 22:52:38.710, 86.11 W, 30, 2317 MiB, 36 %, 7 %
2023/05/07 22:52:39.714, 78.04 W, 30, 2317 MiB, 38 %, 7 %
2023/05/07 22:52:40.721, 64.65 W, 30, 2317 MiB, 39 %, 7 %
2023/05/07 22:52:41.725, 69.97 W, 30, 2317 MiB, 39 %, 7 %
2023/05/07 22:52:42.731, 78.45 W, 30, 2317 MiB, 38 %, 7 %
2023/05/07 22:52:43.735, 70.94 W, 30, 2317 MiB, 38 %, 7 %
2023/05/07 22:52:44.740, 71.12 W, 30, 2317 MiB, 41 %, 8 %
2023/05/07 22:52:45.744, 68.32 W, 30, 2317 MiB, 38 %, 7 %
2023/05/07 22:52:46.751, 72.14 W, 30, 2317 MiB, 40 %, 8 %
2023/05/07 22:52:47.755, 73.72 W, 30, 2317 MiB, 39 %, 7 %
2023/05/07 22:52:48.760, 84.04 W, 30, 2317 MiB, 40 %, 8 %
2023/05/07 22:52:49.764, 85.33 W, 30, 2317 MiB, 38 %, 7 %
2023/05/07 22:52:50.768, 64.87 W, 30, 2317 MiB, 36 %, 6 %
2023/05/07 22:52:53.766, 74.59 W, 30, 2317 MiB, 40 %, 7 %
2023/05/07 22:52:54.770, 70.34 W, 30, 2317 MiB, 41 %, 8 %
2023/05/07 22:52:55.775, 77.02 W, 30, 2317 MiB, 33 %, 6 %
2023/05/07 22:52:56.780, 84.26 W, 30, 2317 MiB, 40 %, 7 %
2023/05/07 22:52:57.785, 77.25 W, 30, 2317 MiB, 36 %, 7 %
2023/05/07 22:52:58.789, 72.20 W, 30, 2317 MiB, 39 %, 7 %
2023/05/07 22:52:59.793, 81.65 W, 30, 2317 MiB, 37 %, 7 %
2023/05/07 22:53:00.797, 69.27 W, 30, 2317 MiB, 40 %, 8 %
2023/05/07 22:53:01.801, 71.44 W, 30, 2317 MiB, 36 %, 7 %
2023/05/07 22:53:02.805, 78.66 W, 30, 2317 MiB, 39 %, 7 %
2023/05/07 22:53:03.809, 70.36 W, 30, 2317 MiB, 38 %, 7 %
2023/05/07 22:53:04.815, 69.96 W, 30, 2317 MiB, 39 %, 7 %
2023/05/07 22:53:05.822, 68.21 W, 30, 2317 MiB, 37 %, 7 %
2023/05/07 22:53:06.826, 77.43 W, 30, 2317 MiB, 38 %, 7 %
2023/05/07 22:53:07.830, 82.06 W, 31, 2317 MiB, 36 %, 7 %
2023/05/07 22:53:08.834, 82.56 W, 31, 2317 MiB, 37 %, 7 %
2023/05/07 22:53:09.839, 83.74 W, 31, 2317 MiB, 37 %, 7 %
2023/05/07 22:53:10.843, 72.23 W, 31, 2317 MiB, 39 %, 7 %
2023/05/07 22:53:11.848, 84.14 W, 31, 2317 MiB, 38 %, 7 %
2023/05/07 22:53:12.853, 67.89 W, 31, 2317 MiB, 37 %, 7 %
2023/05/07 22:53:13.860, 69.18 W, 31, 2317 MiB, 37 %, 7 %
2023/05/07 22:53:14.867, 70.92 W, 31, 2317 MiB, 40 %, 8 %
2023/05/07 22:53:15.871, 68.08 W, 30, 2317 MiB, 37 %, 7 %
2023/05/07 22:53:16.875, 78.83 W, 31, 2317 MiB, 40 %, 8 %
2023/05/07 22:53:17.880, 76.36 W, 31, 2317 MiB, 35 %, 7 %
2023/05/07 22:53:18.884, 74.71 W, 31, 2317 MiB, 42 %, 8 %
2023/05/07 22:53:19.888, 81.17 W, 31, 2317 MiB, 40 %, 8 %
2023/05/07 22:53:20.893, 73.80 W, 31, 2317 MiB, 40 %, 7 %
2023/05/07 22:53:21.899, 73.22 W, 31, 2317 MiB, 38 %, 7 %
2023/05/07 22:53:22.906, 82.97 W, 31, 2317 MiB, 39 %, 7 %
2023/05/07 22:53:23.910, 80.83 W, 31, 2317 MiB, 39 %, 7 %
