timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/08 04:23:48.524, 37.12 W, 33, 0 MiB, 40 %, 0 %
2023/05/08 04:23:49.529, 36.83 W, 32, 0 MiB, 0 %, 0 %
2023/05/08 04:23:50.534, 37.82 W, 32, 0 MiB, 0 %, 0 %
2023/05/08 04:23:51.539, 36.52 W, 32, 3 MiB, 0 %, 0 %
2023/05/08 04:23:52.544, 37.81 W, 32, 653 MiB, 13 %, 0 %
2023/05/08 04:23:53.549, 37.71 W, 31, 1153 MiB, 0 %, 0 %
2023/05/08 04:23:54.556, 36.52 W, 31, 1623 MiB, 5 %, 0 %
2023/05/08 04:23:55.561, 109.01 W, 34, 2631 MiB, 78 %, 16 %
2023/05/08 04:23:56.564, 114.26 W, 35, 2631 MiB, 53 %, 17 %
2023/05/08 04:23:57.569, 115.25 W, 35, 2631 MiB, 55 %, 18 %
2023/05/08 04:23:58.573, 114.08 W, 36, 2631 MiB, 55 %, 18 %
2023/05/08 04:23:59.577, 168.26 W, 36, 2631 MiB, 53 %, 17 %
2023/05/08 04:24:00.583, 164.24 W, 36, 2631 MiB, 55 %, 18 %
2023/05/08 04:24:01.588, 111.28 W, 36, 2631 MiB, 54 %, 18 %
2023/05/08 04:24:02.593, 115.62 W, 36, 2631 MiB, 55 %, 18 %
2023/05/08 04:24:03.597, 114.68 W, 36, 2631 MiB, 54 %, 18 %
2023/05/08 04:24:04.601, 146.57 W, 36, 2631 MiB, 55 %, 18 %
2023/05/08 04:24:05.606, 164.89 W, 37, 2631 MiB, 55 %, 18 %
2023/05/08 04:24:06.610, 173.41 W, 37, 2631 MiB, 55 %, 18 %
2023/05/08 04:24:07.615, 114.11 W, 37, 2631 MiB, 53 %, 17 %
2023/05/08 04:24:08.619, 171.09 W, 37, 2631 MiB, 53 %, 18 %
2023/05/08 04:24:09.623, 111.13 W, 37, 2631 MiB, 53 %, 18 %
2023/05/08 04:24:10.627, 153.37 W, 37, 2631 MiB, 53 %, 17 %
2023/05/08 04:24:11.631, 128.88 W, 37, 2631 MiB, 54 %, 18 %
2023/05/08 04:24:12.636, 96.23 W, 36, 2631 MiB, 34 %, 11 %
2023/05/08 04:24:13.640, 107.12 W, 37, 2631 MiB, 46 %, 15 %
2023/05/08 04:24:14.644, 145.87 W, 37, 2631 MiB, 48 %, 15 %
2023/05/08 04:24:15.648, 152.42 W, 37, 2631 MiB, 49 %, 16 %
