timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/05 15:21:48.610, 37.75 W, 37, 0 MiB, 38 %, 0 %
2023/05/05 15:21:49.616, 37.35 W, 37, 0 MiB, 0 %, 0 %
2023/05/05 15:21:50.620, 37.18 W, 36, 3 MiB, 0 %, 0 %
2023/05/05 15:21:51.624, 36.88 W, 36, 3 MiB, 0 %, 0 %
2023/05/05 15:21:52.629, 36.87 W, 35, 3 MiB, 0 %, 0 %
2023/05/05 15:21:53.633, 37.56 W, 35, 571 MiB, 12 %, 0 %
2023/05/05 15:21:54.638, 37.47 W, 35, 1153 MiB, 6 %, 0 %
2023/05/05 15:21:55.644, 36.68 W, 34, 1561 MiB, 5 %, 0 %
2023/05/05 15:21:56.652, 252.65 W, 39, 6045 MiB, 97 %, 41 %
2023/05/05 15:21:57.657, 263.82 W, 43, 6045 MiB, 91 %, 52 %
2023/05/05 15:21:58.665, 180.37 W, 43, 6045 MiB, 94 %, 57 %
2023/05/05 15:21:59.677, 242.31 W, 44, 6045 MiB, 94 %, 53 %
2023/05/05 15:22:00.689, 255.80 W, 45, 6045 MiB, 94 %, 53 %
2023/05/05 15:22:01.698, 257.35 W, 45, 6045 MiB, 95 %, 54 %
2023/05/05 15:22:02.706, 176.92 W, 46, 6045 MiB, 93 %, 57 %
2023/05/05 15:22:03.711, 243.74 W, 46, 6045 MiB, 92 %, 51 %
2023/05/05 15:22:04.715, 256.77 W, 46, 6045 MiB, 92 %, 52 %
2023/05/05 15:22:05.723, 255.18 W, 47, 6045 MiB, 95 %, 54 %
2023/05/05 15:22:06.730, 238.90 W, 47, 6045 MiB, 94 %, 54 %
2023/05/05 15:22:07.735, 262.84 W, 47, 6045 MiB, 94 %, 54 %
2023/05/05 15:22:08.739, 255.97 W, 47, 6045 MiB, 95 %, 54 %
2023/05/05 15:22:09.744, 254.96 W, 48, 6045 MiB, 96 %, 53 %
