timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/08 00:03:01.420, 36.42 W, 30, 0 MiB, 40 %, 0 %
2023/05/08 00:03:02.426, 36.42 W, 30, 0 MiB, 0 %, 0 %
2023/05/08 00:03:03.430, 36.92 W, 30, 0 MiB, 0 %, 0 %
2023/05/08 00:03:04.440, 36.03 W, 30, 3 MiB, 0 %, 0 %
2023/05/08 00:03:05.444, 35.94 W, 30, 3 MiB, 0 %, 0 %
2023/05/08 00:03:06.448, 37.21 W, 29, 79 MiB, 0 %, 0 %
2023/05/08 00:03:07.454, 35.84 W, 29, 1153 MiB, 9 %, 0 %
2023/05/08 00:03:08.460, 35.93 W, 29, 1447 MiB, 5 %, 0 %
2023/05/08 00:03:09.468, 62.87 W, 29, 2591 MiB, 16 %, 1 %
2023/05/08 00:03:10.474, 106.93 W, 32, 2591 MiB, 41 %, 7 %
2023/05/08 00:03:11.478, 90.43 W, 32, 2591 MiB, 40 %, 7 %
2023/05/08 00:03:12.482, 97.22 W, 32, 2591 MiB, 40 %, 8 %
2023/05/08 00:03:13.486, 108.89 W, 32, 2591 MiB, 41 %, 8 %
2023/05/08 00:03:14.490, 100.78 W, 32, 2591 MiB, 40 %, 8 %
2023/05/08 00:03:15.496, 106.24 W, 32, 2591 MiB, 41 %, 7 %
2023/05/08 00:03:16.500, 90.02 W, 32, 2591 MiB, 40 %, 7 %
2023/05/08 00:03:17.504, 97.96 W, 32, 2591 MiB, 41 %, 7 %
2023/05/08 00:03:18.509, 106.82 W, 32, 2591 MiB, 41 %, 7 %
2023/05/08 00:03:19.513, 92.11 W, 33, 2591 MiB, 40 %, 7 %
2023/05/08 00:03:20.519, 97.44 W, 33, 2591 MiB, 41 %, 7 %
2023/05/08 00:03:21.523, 105.17 W, 33, 2591 MiB, 41 %, 7 %
2023/05/08 00:03:22.527, 97.65 W, 33, 2591 MiB, 41 %, 8 %
2023/05/08 00:03:23.531, 105.17 W, 33, 2591 MiB, 41 %, 7 %
2023/05/08 00:03:24.535, 89.24 W, 33, 2591 MiB, 41 %, 7 %
2023/05/08 00:03:25.539, 98.45 W, 33, 2591 MiB, 41 %, 8 %
2023/05/08 00:03:26.545, 96.05 W, 33, 2591 MiB, 36 %, 6 %
2023/05/08 00:03:27.549, 79.32 W, 32, 2591 MiB, 39 %, 6 %
2023/05/08 00:03:28.553, 72.31 W, 32, 2591 MiB, 40 %, 6 %
2023/05/08 00:03:29.557, 80.12 W, 32, 2591 MiB, 40 %, 7 %
2023/05/08 00:03:30.562, 79.20 W, 32, 2591 MiB, 40 %, 6 %
2023/05/08 00:03:31.566, 73.60 W, 32, 2591 MiB, 40 %, 6 %
2023/05/08 00:03:32.572, 75.88 W, 32, 2591 MiB, 41 %, 6 %
2023/05/08 00:03:33.576, 78.83 W, 32, 2591 MiB, 40 %, 6 %
2023/05/08 00:03:34.580, 78.14 W, 32, 2591 MiB, 40 %, 6 %
2023/05/08 00:03:35.584, 77.77 W, 32, 2591 MiB, 40 %, 6 %
2023/05/08 00:03:36.588, 81.19 W, 32, 2591 MiB, 39 %, 6 %
2023/05/08 00:03:37.592, 80.18 W, 32, 2591 MiB, 40 %, 6 %
2023/05/08 00:03:38.598, 79.42 W, 32, 2591 MiB, 40 %, 6 %
2023/05/08 00:03:39.602, 76.37 W, 32, 2591 MiB, 40 %, 6 %
2023/05/08 00:03:40.607, 76.77 W, 31, 2591 MiB, 40 %, 6 %
2023/05/08 00:03:41.611, 81.27 W, 32, 2591 MiB, 40 %, 6 %
2023/05/08 00:03:42.615, 107.20 W, 32, 2591 MiB, 41 %, 7 %
2023/05/08 00:03:43.619, 94.17 W, 32, 2591 MiB, 39 %, 7 %
