timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/08 00:54:52.982, 37.81 W, 37, 0 MiB, 41 %, 0 %
2023/05/08 00:54:53.988, 37.81 W, 37, 0 MiB, 0 %, 0 %
2023/05/08 00:54:54.993, 38.31 W, 36, 3 MiB, 0 %, 0 %
2023/05/08 00:54:55.997, 37.22 W, 36, 3 MiB, 0 %, 0 %
2023/05/08 00:54:57.001, 37.11 W, 36, 3 MiB, 0 %, 0 %
2023/05/08 00:54:58.006, 38.50 W, 35, 553 MiB, 2 %, 0 %
2023/05/08 00:54:59.011, 38.31 W, 35, 1153 MiB, 8 %, 0 %
2023/05/08 00:55:00.017, 37.02 W, 35, 1405 MiB, 5 %, 0 %
2023/05/08 00:55:01.023, 67.31 W, 35, 4003 MiB, 18 %, 1 %
2023/05/08 00:55:02.031, 239.35 W, 41, 4087 MiB, 83 %, 38 %
2023/05/08 00:55:03.037, 237.97 W, 42, 4087 MiB, 80 %, 38 %
2023/05/08 00:55:04.043, 238.20 W, 43, 4087 MiB, 74 %, 33 %
2023/05/08 00:55:05.047, 232.75 W, 43, 4087 MiB, 81 %, 37 %
2023/05/08 00:55:06.051, 218.16 W, 43, 4087 MiB, 78 %, 37 %
2023/05/08 00:55:07.056, 205.95 W, 43, 4087 MiB, 75 %, 35 %
2023/05/08 00:55:08.060, 222.86 W, 44, 4087 MiB, 83 %, 39 %
2023/05/08 00:55:09.065, 176.54 W, 44, 4087 MiB, 79 %, 38 %
2023/05/08 00:55:10.069, 171.54 W, 44, 4087 MiB, 85 %, 40 %
2023/05/08 00:55:11.075, 235.62 W, 44, 4087 MiB, 68 %, 30 %
2023/05/08 00:55:12.081, 216.35 W, 44, 4087 MiB, 78 %, 38 %
2023/05/08 00:55:13.088, 221.19 W, 45, 4087 MiB, 75 %, 33 %
2023/05/08 00:55:14.095, 256.53 W, 44, 4087 MiB, 75 %, 34 %
2023/05/08 00:55:15.099, 177.87 W, 45, 4087 MiB, 79 %, 37 %
2023/05/08 00:55:16.103, 184.50 W, 45, 4087 MiB, 84 %, 40 %
2023/05/08 00:55:17.108, 210.00 W, 45, 4087 MiB, 84 %, 42 %
2023/05/08 00:55:18.113, 237.05 W, 45, 4087 MiB, 84 %, 41 %
2023/05/08 00:55:19.117, 234.63 W, 46, 4087 MiB, 82 %, 38 %
2023/05/08 00:55:20.121, 160.40 W, 44, 8163 MiB, 28 %, 19 %
2023/05/08 00:55:21.128, 58.83 W, 40, 8163 MiB, 0 %, 0 %
2023/05/08 00:55:22.135, 217.59 W, 45, 8163 MiB, 87 %, 42 %
2023/05/08 00:55:23.142, 244.59 W, 46, 8163 MiB, 84 %, 39 %
2023/05/08 00:55:24.149, 176.23 W, 46, 8163 MiB, 83 %, 39 %
2023/05/08 00:55:25.153, 226.30 W, 46, 8163 MiB, 84 %, 42 %
2023/05/08 00:55:26.158, 184.26 W, 46, 8163 MiB, 85 %, 40 %
2023/05/08 00:55:27.162, 185.66 W, 46, 8163 MiB, 85 %, 40 %
2023/05/08 00:55:28.167, 256.57 W, 46, 8163 MiB, 84 %, 40 %
2023/05/08 00:55:29.172, 235.46 W, 47, 8163 MiB, 83 %, 39 %
2023/05/08 00:55:30.176, 200.03 W, 46, 8163 MiB, 86 %, 41 %
