timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/05 15:44:10.110, 37.37 W, 36, 0 MiB, 38 %, 0 %
2023/05/05 15:44:11.116, 37.96 W, 35, 3 MiB, 0 %, 0 %
2023/05/05 15:44:12.120, 36.69 W, 35, 3 MiB, 0 %, 0 %
2023/05/05 15:44:13.125, 37.17 W, 34, 895 MiB, 6 %, 0 %
2023/05/05 15:44:14.129, 36.58 W, 34, 1303 MiB, 5 %, 0 %
2023/05/05 15:44:15.134, 93.04 W, 34, 4895 MiB, 11 %, 2 %
2023/05/05 15:44:16.139, 244.11 W, 42, 4895 MiB, 86 %, 57 %
2023/05/05 15:44:17.144, 213.31 W, 42, 4895 MiB, 86 %, 58 %
2023/05/05 15:44:18.149, 171.28 W, 43, 4895 MiB, 87 %, 58 %
2023/05/05 15:44:19.154, 190.11 W, 42, 7677 MiB, 44 %, 28 %
2023/05/05 15:44:20.158, 197.14 W, 41, 7677 MiB, 51 %, 34 %
2023/05/05 15:44:21.168, 231.20 W, 43, 7677 MiB, 86 %, 57 %
2023/05/05 15:44:22.174, 251.98 W, 44, 7677 MiB, 86 %, 57 %
2023/05/05 15:44:23.182, 226.36 W, 44, 7677 MiB, 87 %, 59 %
2023/05/05 15:44:24.192, 58.50 W, 40, 7677 MiB, 68 %, 21 %
2023/05/05 15:44:25.197, 247.66 W, 42, 7677 MiB, 83 %, 55 %
2023/05/05 15:44:26.204, 198.20 W, 45, 7677 MiB, 89 %, 59 %
2023/05/05 15:44:27.210, 240.38 W, 45, 7677 MiB, 87 %, 58 %
2023/05/05 15:44:28.217, 252.37 W, 45, 7677 MiB, 86 %, 57 %
2023/05/05 15:44:29.222, 58.51 W, 39, 7677 MiB, 8 %, 0 %
2023/05/05 15:44:30.226, 235.07 W, 43, 7677 MiB, 79 %, 52 %
2023/05/05 15:44:31.231, 230.06 W, 45, 7677 MiB, 86 %, 57 %
2023/05/05 15:44:32.236, 220.81 W, 44, 7677 MiB, 86 %, 57 %
2023/05/05 15:44:33.242, 241.28 W, 45, 7677 MiB, 88 %, 59 %
2023/05/05 15:44:34.247, 58.98 W, 40, 7677 MiB, 41 %, 3 %
2023/05/05 15:44:35.251, 57.51 W, 40, 7677 MiB, 0 %, 0 %
2023/05/05 15:44:36.255, 228.18 W, 45, 7677 MiB, 87 %, 56 %
2023/05/05 15:44:37.260, 240.61 W, 45, 7677 MiB, 85 %, 57 %
2023/05/05 15:44:38.265, 250.15 W, 46, 7677 MiB, 86 %, 57 %
2023/05/05 15:44:39.274, 235.38 W, 45, 7677 MiB, 37 %, 24 %
2023/05/05 15:44:40.278, 243.50 W, 43, 7677 MiB, 62 %, 41 %
2023/05/05 15:44:41.282, 253.81 W, 45, 7677 MiB, 91 %, 61 %
2023/05/05 15:44:42.287, 219.65 W, 46, 7677 MiB, 92 %, 61 %
2023/05/05 15:44:43.293, 223.51 W, 46, 7677 MiB, 90 %, 59 %
2023/05/05 15:44:44.300, 58.91 W, 40, 7677 MiB, 0 %, 0 %
2023/05/05 15:44:45.306, 211.08 W, 45, 7677 MiB, 92 %, 61 %
2023/05/05 15:44:46.310, 262.95 W, 46, 7677 MiB, 89 %, 60 %
2023/05/05 15:44:47.315, 241.43 W, 45, 7677 MiB, 77 %, 51 %
2023/05/05 15:44:48.320, 210.10 W, 47, 7677 MiB, 87 %, 58 %
2023/05/05 15:44:49.325, 58.51 W, 40, 7677 MiB, 0 %, 0 %
2023/05/05 15:44:50.328, 222.57 W, 46, 7677 MiB, 92 %, 61 %
2023/05/05 15:44:51.335, 203.97 W, 47, 7677 MiB, 84 %, 56 %
2023/05/05 15:44:52.339, 190.53 W, 46, 7677 MiB, 80 %, 53 %
2023/05/05 15:44:53.344, 231.61 W, 47, 7677 MiB, 92 %, 61 %
2023/05/05 15:44:54.349, 58.61 W, 40, 7677 MiB, 0 %, 0 %
2023/05/05 15:44:55.352, 225.74 W, 46, 7677 MiB, 88 %, 59 %
2023/05/05 15:44:56.357, 262.12 W, 47, 7677 MiB, 86 %, 58 %
2023/05/05 15:44:57.361, 201.34 W, 47, 7677 MiB, 88 %, 59 %
2023/05/05 15:44:58.368, 236.53 W, 44, 7677 MiB, 34 %, 23 %
2023/05/05 15:44:59.373, 255.56 W, 45, 7677 MiB, 1 %, 1 %
2023/05/05 15:45:00.385, 216.20 W, 47, 7677 MiB, 89 %, 59 %
2023/05/05 15:45:01.394, 255.04 W, 47, 7677 MiB, 87 %, 57 %
2023/05/05 15:45:02.401, 209.00 W, 47, 7677 MiB, 87 %, 58 %
2023/05/05 15:45:03.406, 59.99 W, 42, 7677 MiB, 78 %, 21 %
2023/05/05 15:45:04.410, 58.41 W, 39, 7379 MiB, 3 %, 0 %
