timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/08 02:58:25.466, 35.75 W, 29, 0 MiB, 40 %, 0 %
2023/05/08 02:58:26.471, 35.84 W, 29, 0 MiB, 0 %, 0 %
2023/05/08 02:58:27.476, 36.23 W, 28, 0 MiB, 0 %, 0 %
2023/05/08 02:58:28.494, 35.61 W, 28, 3 MiB, 0 %, 0 %
2023/05/08 02:58:29.499, 35.44 W, 28, 825 MiB, 5 %, 0 %
2023/05/08 02:58:30.503, 35.63 W, 28, 1163 MiB, 2 %, 0 %
2023/05/08 02:58:31.509, 35.63 W, 28, 1831 MiB, 7 %, 0 %
2023/05/08 02:58:32.515, 75.67 W, 29, 2191 MiB, 37 %, 9 %
2023/05/08 02:58:33.522, 82.56 W, 30, 2191 MiB, 40 %, 10 %
2023/05/08 02:58:34.527, 109.57 W, 31, 2191 MiB, 42 %, 12 %
2023/05/08 02:58:35.531, 97.74 W, 31, 2191 MiB, 40 %, 11 %
2023/05/08 02:58:36.535, 106.13 W, 31, 2191 MiB, 40 %, 11 %
2023/05/08 02:58:37.539, 110.50 W, 31, 2191 MiB, 41 %, 12 %
2023/05/08 02:58:38.543, 103.46 W, 31, 2191 MiB, 41 %, 12 %
2023/05/08 02:58:39.547, 90.84 W, 32, 2191 MiB, 42 %, 12 %
2023/05/08 02:58:40.554, 106.09 W, 32, 2191 MiB, 42 %, 12 %
2023/05/08 02:58:41.558, 107.14 W, 32, 2191 MiB, 41 %, 12 %
2023/05/08 02:58:42.562, 102.56 W, 32, 2191 MiB, 42 %, 12 %
2023/05/08 02:58:43.566, 108.62 W, 32, 2191 MiB, 42 %, 12 %
2023/05/08 02:58:44.570, 100.25 W, 32, 2191 MiB, 42 %, 12 %
2023/05/08 02:58:45.575, 109.81 W, 32, 2191 MiB, 42 %, 12 %
2023/05/08 02:58:46.580, 107.36 W, 32, 2191 MiB, 42 %, 12 %
2023/05/08 02:58:47.584, 106.96 W, 32, 2191 MiB, 42 %, 12 %
2023/05/08 02:58:48.588, 104.75 W, 32, 2191 MiB, 42 %, 12 %
2023/05/08 02:58:49.592, 96.55 W, 32, 2191 MiB, 42 %, 12 %
2023/05/08 02:58:50.598, 107.25 W, 32, 2191 MiB, 41 %, 12 %
2023/05/08 02:58:51.602, 100.65 W, 33, 2191 MiB, 42 %, 12 %
2023/05/08 02:58:52.607, 102.12 W, 33, 2191 MiB, 42 %, 12 %
2023/05/08 02:58:53.611, 96.91 W, 33, 2191 MiB, 42 %, 12 %
2023/05/08 02:58:54.615, 107.94 W, 33, 2191 MiB, 41 %, 12 %
2023/05/08 02:58:55.620, 98.85 W, 33, 2191 MiB, 42 %, 12 %
2023/05/08 02:58:56.626, 105.57 W, 33, 2191 MiB, 43 %, 12 %
2023/05/08 02:58:57.630, 107.25 W, 32, 2191 MiB, 44 %, 12 %
2023/05/08 02:58:58.634, 56.06 W, 31, 5287 MiB, 0 %, 0 %
2023/05/08 02:58:59.637, 104.52 W, 33, 5287 MiB, 39 %, 11 %
2023/05/08 02:59:00.641, 97.26 W, 33, 5287 MiB, 41 %, 12 %
2023/05/08 02:59:01.645, 102.14 W, 33, 5287 MiB, 42 %, 12 %
2023/05/08 02:59:02.650, 112.12 W, 33, 5287 MiB, 41 %, 12 %
2023/05/08 02:59:03.656, 100.44 W, 33, 5287 MiB, 41 %, 12 %
2023/05/08 02:59:04.661, 99.92 W, 33, 5287 MiB, 42 %, 12 %
2023/05/08 02:59:05.665, 86.48 W, 33, 5287 MiB, 41 %, 12 %
2023/05/08 02:59:06.669, 105.93 W, 33, 5287 MiB, 42 %, 12 %
2023/05/08 02:59:07.673, 112.24 W, 33, 5287 MiB, 41 %, 11 %
