timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/05 16:57:33.665, 37.85 W, 37, 0 MiB, 40 %, 0 %
2023/05/05 16:57:34.671, 37.37 W, 36, 0 MiB, 0 %, 0 %
2023/05/05 16:57:35.675, 36.97 W, 36, 3 MiB, 0 %, 0 %
2023/05/05 16:57:36.679, 37.85 W, 35, 579 MiB, 12 %, 0 %
2023/05/05 16:57:37.684, 37.65 W, 35, 1029 MiB, 1 %, 0 %
2023/05/05 16:57:38.688, 36.97 W, 35, 2105 MiB, 5 %, 0 %
2023/05/05 16:57:39.693, 257.36 W, 41, 7713 MiB, 93 %, 61 %
2023/05/05 16:57:40.697, 244.19 W, 43, 7713 MiB, 91 %, 62 %
2023/05/05 16:57:41.704, 194.60 W, 44, 7713 MiB, 91 %, 62 %
2023/05/05 16:57:42.711, 57.92 W, 39, 7715 MiB, 54 %, 5 %
2023/05/05 16:57:43.716, 253.05 W, 43, 7715 MiB, 91 %, 63 %
2023/05/05 16:57:44.721, 187.89 W, 44, 7715 MiB, 91 %, 62 %
2023/05/05 16:57:45.726, 250.34 W, 45, 7715 MiB, 92 %, 62 %
2023/05/05 16:57:46.733, 72.47 W, 41, 7715 MiB, 78 %, 21 %
2023/05/05 16:57:47.739, 191.72 W, 44, 7715 MiB, 87 %, 61 %
2023/05/05 16:57:48.744, 263.31 W, 45, 7715 MiB, 85 %, 58 %
2023/05/05 16:57:49.748, 217.45 W, 46, 7715 MiB, 91 %, 62 %
2023/05/05 16:57:50.754, 59.00 W, 41, 7715 MiB, 50 %, 4 %
2023/05/05 16:57:51.760, 57.42 W, 38, 7715 MiB, 0 %, 0 %
2023/05/05 16:57:52.766, 266.68 W, 45, 7715 MiB, 91 %, 62 %
2023/05/05 16:57:53.771, 255.90 W, 45, 7715 MiB, 91 %, 61 %
2023/05/05 16:57:54.776, 223.77 W, 46, 7715 MiB, 91 %, 62 %
2023/05/05 16:57:55.782, 256.86 W, 43, 7715 MiB, 53 %, 36 %
2023/05/05 16:57:56.788, 256.44 W, 46, 7715 MiB, 91 %, 61 %
2023/05/05 16:57:57.792, 197.48 W, 46, 7715 MiB, 92 %, 63 %
2023/05/05 16:57:58.798, 59.01 W, 42, 7715 MiB, 38 %, 28 %
2023/05/05 16:57:59.802, 257.44 W, 44, 7715 MiB, 83 %, 57 %
2023/05/05 16:58:00.807, 238.61 W, 46, 7715 MiB, 89 %, 60 %
2023/05/05 16:58:01.812, 246.93 W, 46, 7715 MiB, 89 %, 61 %
2023/05/05 16:58:02.817, 241.18 W, 44, 7715 MiB, 37 %, 28 %
2023/05/05 16:58:03.821, 272.41 W, 44, 7715 MiB, 44 %, 30 %
2023/05/05 16:58:04.828, 222.60 W, 46, 7715 MiB, 91 %, 62 %
2023/05/05 16:58:05.838, 216.86 W, 47, 7715 MiB, 92 %, 63 %
2023/05/05 16:58:06.849, 228.77 W, 45, 7715 MiB, 47 %, 35 %
2023/05/05 16:58:07.856, 244.97 W, 44, 7715 MiB, 60 %, 41 %
2023/05/05 16:58:08.864, 263.43 W, 46, 7715 MiB, 92 %, 62 %
2023/05/05 16:58:09.869, 181.00 W, 47, 7715 MiB, 89 %, 60 %
2023/05/05 16:58:10.874, 212.35 W, 43, 7715 MiB, 90 %, 61 %
2023/05/05 16:58:11.879, 253.07 W, 45, 7715 MiB, 0 %, 0 %
2023/05/05 16:58:12.885, 183.76 W, 46, 7715 MiB, 88 %, 61 %
2023/05/05 16:58:13.890, 265.31 W, 47, 7715 MiB, 89 %, 61 %
2023/05/05 16:58:14.895, 59.69 W, 45, 7715 MiB, 89 %, 62 %
2023/05/05 16:58:15.902, 218.99 W, 45, 7715 MiB, 0 %, 0 %
2023/05/05 16:58:16.908, 199.92 W, 47, 7715 MiB, 91 %, 61 %
2023/05/05 16:58:17.912, 250.11 W, 48, 7715 MiB, 92 %, 62 %
2023/05/05 16:58:18.917, 59.40 W, 46, 7715 MiB, 92 %, 64 %
2023/05/05 16:58:19.922, 59.01 W, 40, 7591 MiB, 1 %, 0 %
