timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/05 14:40:08.941, 38.56 W, 39, 0 MiB, 40 %, 0 %
2023/05/05 14:40:09.946, 37.86 W, 38, 0 MiB, 0 %, 0 %
2023/05/05 14:40:10.950, 38.39 W, 38, 0 MiB, 0 %, 0 %
2023/05/05 14:40:11.957, 37.27 W, 37, 3 MiB, 0 %, 0 %
2023/05/05 14:40:12.961, 37.17 W, 37, 3 MiB, 0 %, 0 %
2023/05/05 14:40:13.966, 37.17 W, 36, 601 MiB, 16 %, 0 %
2023/05/05 14:40:14.972, 36.99 W, 36, 1081 MiB, 0 %, 0 %
2023/05/05 14:40:15.979, 36.98 W, 35, 1855 MiB, 5 %, 0 %
2023/05/05 14:40:16.984, 262.24 W, 42, 5421 MiB, 91 %, 52 %
2023/05/05 14:40:17.989, 256.05 W, 44, 5421 MiB, 91 %, 52 %
2023/05/05 14:40:19.000, 235.04 W, 45, 5421 MiB, 91 %, 55 %
2023/05/05 14:40:20.012, 212.94 W, 46, 5421 MiB, 92 %, 56 %
2023/05/05 14:40:21.017, 260.09 W, 46, 5421 MiB, 93 %, 56 %
2023/05/05 14:40:22.022, 251.86 W, 46, 5421 MiB, 91 %, 54 %
2023/05/05 14:40:23.027, 252.81 W, 46, 5421 MiB, 90 %, 53 %
2023/05/05 14:40:24.031, 229.03 W, 47, 5421 MiB, 91 %, 53 %
2023/05/05 14:40:25.035, 245.92 W, 47, 5421 MiB, 92 %, 56 %
2023/05/05 14:40:26.040, 254.80 W, 47, 5421 MiB, 94 %, 59 %
2023/05/05 14:40:27.045, 162.72 W, 45, 9499 MiB, 70 %, 29 %
2023/05/05 14:40:28.049, 58.11 W, 41, 9499 MiB, 0 %, 0 %
2023/05/05 14:40:29.054, 258.72 W, 47, 9499 MiB, 94 %, 58 %
2023/05/05 14:40:30.063, 260.18 W, 47, 9499 MiB, 93 %, 58 %
2023/05/05 14:40:31.072, 259.04 W, 47, 9499 MiB, 95 %, 57 %
2023/05/05 14:40:32.076, 259.12 W, 47, 9499 MiB, 92 %, 54 %
2023/05/05 14:40:33.081, 247.96 W, 48, 9499 MiB, 88 %, 52 %
2023/05/05 14:40:34.091, 227.27 W, 48, 9499 MiB, 91 %, 52 %
2023/05/05 14:40:35.101, 204.81 W, 48, 9499 MiB, 91 %, 54 %
2023/05/05 14:40:36.106, 187.77 W, 48, 9499 MiB, 92 %, 55 %
2023/05/05 14:40:37.110, 189.46 W, 49, 9499 MiB, 92 %, 56 %
2023/05/05 14:40:38.118, 259.82 W, 49, 9499 MiB, 91 %, 54 %
2023/05/05 14:40:39.129, 59.11 W, 42, 9499 MiB, 0 %, 0 %
2023/05/05 14:40:40.133, 260.68 W, 48, 9499 MiB, 93 %, 56 %
2023/05/05 14:40:41.138, 259.77 W, 48, 9499 MiB, 92 %, 54 %
2023/05/05 14:40:42.143, 225.21 W, 49, 9499 MiB, 90 %, 55 %
2023/05/05 14:40:43.152, 205.62 W, 49, 9499 MiB, 92 %, 57 %
2023/05/05 14:40:44.160, 185.01 W, 49, 9499 MiB, 96 %, 57 %
2023/05/05 14:40:45.165, 196.25 W, 49, 9499 MiB, 93 %, 55 %
2023/05/05 14:40:46.170, 248.99 W, 49, 9499 MiB, 92 %, 54 %
2023/05/05 14:40:47.175, 241.49 W, 50, 9499 MiB, 94 %, 55 %
2023/05/05 14:40:48.180, 262.45 W, 50, 9499 MiB, 91 %, 53 %
2023/05/05 14:40:49.184, 220.24 W, 50, 9499 MiB, 95 %, 57 %
2023/05/05 14:40:50.193, 60.29 W, 43, 9499 MiB, 11 %, 1 %
