timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/08 04:04:34.547, 35.84 W, 30, 0 MiB, 40 %, 0 %
2023/05/08 04:04:35.553, 36.23 W, 29, 0 MiB, 0 %, 0 %
2023/05/08 04:04:36.557, 37.13 W, 29, 0 MiB, 0 %, 0 %
2023/05/08 04:04:37.573, 35.64 W, 29, 3 MiB, 0 %, 0 %
2023/05/08 04:04:38.579, 35.84 W, 29, 641 MiB, 15 %, 0 %
2023/05/08 04:04:39.587, 35.74 W, 29, 1153 MiB, 0 %, 0 %
2023/05/08 04:04:40.593, 36.11 W, 29, 1647 MiB, 5 %, 0 %
2023/05/08 04:04:41.601, 72.50 W, 30, 2593 MiB, 52 %, 6 %
2023/05/08 04:04:42.605, 77.25 W, 31, 2593 MiB, 37 %, 6 %
2023/05/08 04:04:43.609, 82.38 W, 31, 2593 MiB, 35 %, 6 %
2023/05/08 04:04:44.613, 77.75 W, 31, 2593 MiB, 40 %, 6 %
2023/05/08 04:04:45.617, 67.61 W, 30, 2593 MiB, 36 %, 6 %
2023/05/08 04:04:46.621, 80.32 W, 31, 2593 MiB, 40 %, 6 %
2023/05/08 04:04:47.627, 68.78 W, 31, 2593 MiB, 37 %, 6 %
2023/05/08 04:04:48.634, 76.78 W, 30, 2593 MiB, 38 %, 5 %
2023/05/08 04:04:49.638, 66.83 W, 30, 2593 MiB, 38 %, 6 %
2023/05/08 04:04:50.642, 76.58 W, 30, 2593 MiB, 39 %, 6 %
2023/05/08 04:04:51.646, 64.74 W, 30, 2593 MiB, 40 %, 6 %
2023/05/08 04:04:52.650, 76.54 W, 30, 2593 MiB, 39 %, 6 %
2023/05/08 04:04:53.655, 76.88 W, 30, 2593 MiB, 39 %, 6 %
2023/05/08 04:04:54.669, 69.36 W, 31, 2593 MiB, 37 %, 6 %
2023/05/08 04:04:55.674, 72.23 W, 31, 2593 MiB, 39 %, 6 %
2023/05/08 04:04:56.680, 80.39 W, 30, 2593 MiB, 40 %, 6 %
