timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/05 16:08:42.662, 41.10 W, 38, 0 MiB, 41 %, 0 %
2023/05/05 16:08:43.668, 37.54 W, 37, 0 MiB, 0 %, 0 %
2023/05/05 16:08:44.672, 37.25 W, 37, 0 MiB, 0 %, 0 %
2023/05/05 16:08:45.678, 37.05 W, 36, 3 MiB, 0 %, 0 %
2023/05/05 16:08:46.684, 37.36 W, 36, 635 MiB, 24 %, 0 %
2023/05/05 16:08:47.694, 36.87 W, 36, 1081 MiB, 0 %, 0 %
2023/05/05 16:08:48.699, 36.88 W, 35, 2155 MiB, 5 %, 0 %
2023/05/05 16:08:49.705, 163.46 W, 41, 8741 MiB, 93 %, 49 %
2023/05/05 16:08:50.710, 184.36 W, 44, 8741 MiB, 93 %, 49 %
2023/05/05 16:08:51.715, 227.85 W, 45, 8741 MiB, 94 %, 50 %
2023/05/05 16:08:52.719, 228.04 W, 45, 8741 MiB, 93 %, 49 %
2023/05/05 16:08:53.724, 230.44 W, 45, 8741 MiB, 94 %, 50 %
2023/05/05 16:08:54.730, 57.71 W, 39, 8743 MiB, 0 %, 0 %
2023/05/05 16:08:55.736, 239.89 W, 45, 8743 MiB, 92 %, 49 %
2023/05/05 16:08:56.739, 206.88 W, 46, 8743 MiB, 92 %, 49 %
2023/05/05 16:08:57.748, 225.85 W, 46, 8743 MiB, 94 %, 50 %
2023/05/05 16:08:58.757, 231.92 W, 46, 8743 MiB, 92 %, 49 %
2023/05/05 16:08:59.761, 208.32 W, 45, 8743 MiB, 56 %, 20 %
2023/05/05 16:09:00.765, 192.74 W, 45, 8743 MiB, 94 %, 50 %
2023/05/05 16:09:01.772, 225.94 W, 45, 8743 MiB, 90 %, 48 %
2023/05/05 16:09:02.780, 265.50 W, 47, 8743 MiB, 93 %, 49 %
2023/05/05 16:09:03.784, 262.93 W, 47, 8743 MiB, 92 %, 48 %
2023/05/05 16:09:04.789, 252.84 W, 47, 8743 MiB, 93 %, 50 %
2023/05/05 16:09:05.795, 58.90 W, 41, 8743 MiB, 0 %, 0 %
2023/05/05 16:09:06.799, 269.90 W, 46, 8743 MiB, 94 %, 49 %
2023/05/05 16:09:07.803, 251.30 W, 47, 8743 MiB, 93 %, 50 %
2023/05/05 16:09:08.809, 225.96 W, 47, 8743 MiB, 93 %, 49 %
