timestamp, power.draw [W], temperature.gpu, memory.used [MiB]
2023/04/28 19:16:00.251, 78.77 W, 71, 0 MiB
2023/04/28 19:16:01.252, 85.05 W, 71, 0 MiB
2023/04/28 19:16:02.253, 83.88 W, 70, 0 MiB
2023/04/28 19:16:03.255, 84.25 W, 69, 3 MiB
2023/04/28 19:16:04.256, 81.57 W, 69, 278 MiB
2023/04/28 19:16:05.258, 81.51 W, 68, 698 MiB
2023/04/28 19:16:06.259, 81.18 W, 68, 1088 MiB
2023/04/28 19:16:07.260, 256.38 W, 71, 1600 MiB
2023/04/28 19:16:08.262, 262.52 W, 72, 1600 MiB
2023/04/28 19:16:09.262, 255.40 W, 72, 1600 MiB
2023/04/28 19:16:10.263, 256.69 W, 73, 1600 MiB
2023/04/28 19:16:11.267, 255.87 W, 73, 1600 MiB
2023/04/28 19:16:12.267, 260.94 W, 72, 1600 MiB
2023/04/28 19:16:13.269, 249.65 W, 73, 1600 MiB
2023/04/28 19:16:14.271, 252.75 W, 74, 1600 MiB
2023/04/28 19:16:15.272, 233.78 W, 74, 1600 MiB
2023/04/28 19:16:16.273, 255.25 W, 74, 1600 MiB
2023/04/28 19:16:17.276, 251.88 W, 74, 1600 MiB
2023/04/28 19:16:18.277, 250.36 W, 74, 1600 MiB
2023/04/28 19:16:19.279, 258.67 W, 74, 1600 MiB
2023/04/28 19:16:20.281, 250.19 W, 75, 1600 MiB
2023/04/28 19:16:21.282, 257.44 W, 75, 1600 MiB
2023/04/28 19:16:22.284, 253.23 W, 75, 1600 MiB
2023/04/28 19:16:23.286, 261.80 W, 75, 1600 MiB
2023/04/28 19:16:24.287, 252.75 W, 76, 1600 MiB
2023/04/28 19:16:25.288, 258.65 W, 75, 1600 MiB
2023/04/28 19:16:26.291, 255.25 W, 76, 1600 MiB
2023/04/28 19:16:27.292, 126.18 W, 74, 1600 MiB
2023/04/28 19:16:28.293, 253.37 W, 76, 1600 MiB
2023/04/28 19:16:29.295, 252.39 W, 76, 1600 MiB
2023/04/28 19:16:30.296, 123.39 W, 76, 1600 MiB
2023/04/28 19:16:31.297, 257.78 W, 76, 1600 MiB
2023/04/28 19:16:32.301, 253.89 W, 76, 1600 MiB
2023/04/28 19:16:33.302, 224.66 W, 76, 1600 MiB
2023/04/28 19:16:34.303, 257.25 W, 76, 1600 MiB
2023/04/28 19:16:35.306, 253.01 W, 77, 1600 MiB
2023/04/28 19:16:36.308, 246.82 W, 77, 1600 MiB
2023/04/28 19:16:37.309, 256.48 W, 77, 1600 MiB
2023/04/28 19:16:38.312, 252.24 W, 77, 1600 MiB
2023/04/28 19:16:39.313, 255.01 W, 77, 1600 MiB
2023/04/28 19:16:40.314, 258.73 W, 77, 1600 MiB
2023/04/28 19:16:41.317, 260.26 W, 77, 1600 MiB
2023/04/28 19:16:42.319, 258.30 W, 77, 1600 MiB
2023/04/28 19:16:43.320, 256.46 W, 77, 1600 MiB
2023/04/28 19:16:44.324, 251.55 W, 77, 1600 MiB
2023/04/28 19:16:45.325, 260.57 W, 77, 1600 MiB
2023/04/28 19:16:46.326, 253.19 W, 78, 1600 MiB
2023/04/28 19:16:47.329, 253.71 W, 77, 1600 MiB
2023/04/28 19:16:48.330, 252.80 W, 77, 1600 MiB
2023/04/28 19:16:49.331, 262.10 W, 77, 1600 MiB
2023/04/28 19:16:50.335, 253.88 W, 78, 1600 MiB
2023/04/28 19:16:51.336, 260.01 W, 77, 1600 MiB
2023/04/28 19:16:52.337, 248.29 W, 78, 1600 MiB
2023/04/28 19:16:53.341, 261.97 W, 78, 1600 MiB
2023/04/28 19:16:54.342, 262.15 W, 78, 1600 MiB
2023/04/28 19:16:55.343, 254.72 W, 78, 1600 MiB
2023/04/28 19:16:56.347, 260.70 W, 78, 1600 MiB
2023/04/28 19:16:57.348, 256.44 W, 78, 1600 MiB
2023/04/28 19:16:58.349, 264.73 W, 78, 1600 MiB
2023/04/28 19:16:59.353, 264.25 W, 78, 1600 MiB
2023/04/28 19:17:00.354, 261.52 W, 78, 1600 MiB
2023/04/28 19:17:01.355, 249.65 W, 78, 1600 MiB
2023/04/28 19:17:02.357, 260.34 W, 78, 1600 MiB
2023/04/28 19:17:03.358, 257.61 W, 78, 1600 MiB
2023/04/28 19:17:04.359, 254.35 W, 78, 1600 MiB
2023/04/28 19:17:05.364, 262.03 W, 78, 1600 MiB
