timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/07 22:33:54.960, 36.13 W, 29, 0 MiB, 39 %, 0 %
2023/05/07 22:33:55.966, 35.93 W, 29, 0 MiB, 0 %, 0 %
2023/05/07 22:33:56.970, 36.81 W, 29, 0 MiB, 0 %, 0 %
2023/05/07 22:33:57.983, 35.84 W, 29, 3 MiB, 0 %, 0 %
2023/05/07 22:33:58.987, 35.82 W, 29, 3 MiB, 0 %, 0 %
2023/05/07 22:33:59.992, 36.32 W, 28, 631 MiB, 16 %, 0 %
2023/05/07 22:34:00.996, 36.13 W, 28, 1027 MiB, 0 %, 0 %
2023/05/07 22:34:02.001, 35.93 W, 28, 1413 MiB, 5 %, 0 %
2023/05/07 22:34:03.007, 79.86 W, 29, 2341 MiB, 31 %, 8 %
2023/05/07 22:34:04.013, 127.57 W, 32, 2341 MiB, 52 %, 22 %
2023/05/07 22:34:05.020, 118.16 W, 32, 2341 MiB, 44 %, 18 %
2023/05/07 22:34:06.024, 114.87 W, 33, 2341 MiB, 52 %, 21 %
2023/05/07 22:34:07.029, 110.71 W, 32, 2341 MiB, 38 %, 16 %
2023/05/07 22:34:08.034, 148.95 W, 33, 2341 MiB, 50 %, 21 %
2023/05/07 22:34:09.043, 135.24 W, 33, 2341 MiB, 49 %, 21 %
2023/05/07 22:34:10.051, 147.11 W, 33, 2341 MiB, 44 %, 18 %
2023/05/07 22:34:11.055, 143.83 W, 34, 2341 MiB, 51 %, 21 %
2023/05/07 22:34:12.065, 147.89 W, 33, 2341 MiB, 43 %, 18 %
2023/05/07 22:34:13.072, 132.83 W, 34, 2341 MiB, 47 %, 19 %
2023/05/07 22:34:14.080, 132.81 W, 34, 2341 MiB, 47 %, 19 %
2023/05/07 22:34:15.088, 129.91 W, 33, 2341 MiB, 46 %, 19 %
2023/05/07 22:34:16.095, 114.89 W, 34, 2341 MiB, 51 %, 21 %
2023/05/07 22:34:17.102, 111.92 W, 34, 2341 MiB, 40 %, 17 %
2023/05/07 22:34:18.110, 104.35 W, 34, 2341 MiB, 45 %, 19 %
2023/05/07 22:34:19.117, 108.99 W, 34, 2341 MiB, 44 %, 18 %
2023/05/07 22:34:20.121, 122.46 W, 34, 2341 MiB, 48 %, 20 %
2023/05/07 22:34:21.126, 120.74 W, 35, 2341 MiB, 54 %, 23 %
2023/05/07 22:34:22.130, 113.97 W, 35, 2341 MiB, 51 %, 21 %
2023/05/07 22:34:23.134, 112.76 W, 35, 2341 MiB, 52 %, 21 %
2023/05/07 22:34:24.138, 118.86 W, 35, 2341 MiB, 52 %, 22 %
2023/05/07 22:34:25.144, 168.59 W, 36, 6875 MiB, 12 %, 6 %
2023/05/07 22:34:26.153, 55.45 W, 32, 6875 MiB, 0 %, 0 %
2023/05/07 22:34:27.157, 113.91 W, 34, 6875 MiB, 45 %, 18 %
2023/05/07 22:34:28.164, 123.11 W, 34, 6875 MiB, 44 %, 18 %
2023/05/07 22:34:29.168, 113.53 W, 34, 6875 MiB, 49 %, 20 %
2023/05/07 22:34:30.172, 95.46 W, 34, 6875 MiB, 35 %, 15 %
2023/05/07 22:34:31.176, 131.52 W, 34, 6875 MiB, 44 %, 18 %
2023/05/07 22:34:32.180, 83.44 W, 34, 6875 MiB, 38 %, 15 %
2023/05/07 22:34:33.184, 111.08 W, 34, 6875 MiB, 42 %, 17 %
2023/05/07 22:34:34.188, 137.98 W, 35, 6875 MiB, 49 %, 21 %
2023/05/07 22:34:35.194, 115.11 W, 34, 6875 MiB, 44 %, 19 %
2023/05/07 22:34:36.200, 114.36 W, 35, 6875 MiB, 44 %, 19 %
2023/05/07 22:34:37.204, 130.29 W, 35, 6875 MiB, 50 %, 21 %
2023/05/07 22:34:38.208, 130.67 W, 35, 6875 MiB, 48 %, 20 %
2023/05/07 22:34:39.213, 107.88 W, 35, 6875 MiB, 48 %, 20 %
2023/05/07 22:34:40.217, 123.85 W, 35, 6875 MiB, 49 %, 21 %
2023/05/07 22:34:41.221, 138.96 W, 35, 6875 MiB, 48 %, 20 %
