timestamp, power.draw [W], temperature.gpu, memory.used [MiB]
2023/04/28 19:35:44.069, 74.24 W, 66, 0 MiB
2023/04/28 19:35:45.075, 81.13 W, 66, 0 MiB
2023/04/28 19:35:46.076, 79.24 W, 65, 0 MiB
2023/04/28 19:35:47.077, 80.38 W, 65, 3 MiB
2023/04/28 19:35:48.079, 79.92 W, 64, 20 MiB
2023/04/28 19:35:49.081, 78.39 W, 64, 730 MiB
2023/04/28 19:35:50.082, 77.90 W, 64, 1070 MiB
2023/04/28 19:35:51.083, 180.24 W, 66, 2092 MiB
2023/04/28 19:35:52.084, 204.17 W, 67, 2092 MiB
2023/04/28 19:35:53.084, 203.26 W, 67, 2092 MiB
2023/04/28 19:35:54.085, 229.60 W, 68, 2092 MiB
2023/04/28 19:35:55.088, 198.59 W, 68, 2092 MiB
2023/04/28 19:35:56.089, 208.27 W, 68, 2092 MiB
2023/04/28 19:35:57.090, 179.53 W, 68, 2092 MiB
2023/04/28 19:35:58.091, 235.99 W, 69, 2092 MiB
2023/04/28 19:35:59.092, 255.59 W, 70, 2092 MiB
2023/04/28 19:36:00.093, 155.59 W, 69, 2092 MiB
2023/04/28 19:36:01.094, 206.27 W, 69, 2092 MiB
2023/04/28 19:36:02.095, 213.97 W, 70, 2092 MiB
2023/04/28 19:36:03.096, 205.47 W, 70, 2092 MiB
2023/04/28 19:36:04.098, 209.05 W, 69, 2092 MiB
2023/04/28 19:36:05.100, 208.55 W, 69, 2092 MiB
2023/04/28 19:36:06.101, 200.73 W, 69, 2092 MiB
2023/04/28 19:36:07.102, 208.05 W, 69, 2092 MiB
2023/04/28 19:36:08.106, 205.38 W, 70, 2092 MiB
2023/04/28 19:36:09.107, 192.26 W, 70, 2092 MiB
2023/04/28 19:36:10.108, 194.11 W, 70, 2092 MiB
2023/04/28 19:36:11.109, 187.27 W, 70, 2092 MiB
2023/04/28 19:36:12.111, 200.31 W, 70, 2092 MiB
2023/04/28 19:36:13.112, 195.18 W, 71, 2092 MiB
2023/04/28 19:36:14.113, 191.85 W, 71, 2092 MiB
2023/04/28 19:36:15.116, 189.31 W, 71, 2092 MiB
2023/04/28 19:36:16.117, 193.52 W, 71, 2092 MiB
2023/04/28 19:36:17.118, 202.13 W, 71, 2092 MiB
2023/04/28 19:36:18.119, 197.95 W, 71, 2092 MiB
2023/04/28 19:36:19.120, 194.85 W, 70, 2092 MiB
2023/04/28 19:36:20.121, 208.15 W, 71, 2092 MiB
2023/04/28 19:36:21.123, 215.55 W, 71, 2092 MiB
2023/04/28 19:36:22.124, 196.31 W, 71, 2092 MiB
2023/04/28 19:36:23.125, 188.38 W, 71, 2092 MiB
2023/04/28 19:36:24.126, 197.22 W, 71, 2092 MiB
2023/04/28 19:36:25.127, 209.14 W, 71, 2092 MiB
2023/04/28 19:36:26.130, 206.73 W, 71, 2092 MiB
2023/04/28 19:36:27.131, 196.96 W, 71, 2092 MiB
2023/04/28 19:36:28.132, 193.43 W, 72, 2092 MiB
2023/04/28 19:36:29.133, 190.12 W, 72, 2092 MiB
2023/04/28 19:36:30.134, 202.45 W, 71, 2092 MiB
2023/04/28 19:36:31.136, 177.14 W, 71, 2092 MiB
2023/04/28 19:36:32.137, 206.24 W, 72, 2118 MiB
2023/04/28 19:36:33.138, 195.21 W, 72, 2118 MiB
2023/04/28 19:36:34.139, 191.84 W, 72, 2118 MiB
2023/04/28 19:36:35.141, 191.51 W, 71, 2118 MiB
2023/04/28 19:36:36.143, 254.30 W, 72, 2118 MiB
2023/04/28 19:36:37.144, 248.00 W, 73, 2118 MiB
2023/04/28 19:36:38.145, 261.32 W, 73, 2118 MiB
2023/04/28 19:36:39.147, 243.09 W, 73, 2118 MiB
2023/04/28 19:36:40.148, 248.32 W, 74, 2118 MiB
2023/04/28 19:36:41.149, 266.73 W, 74, 2118 MiB
2023/04/28 19:36:42.151, 257.39 W, 74, 2118 MiB
2023/04/28 19:36:43.152, 246.91 W, 75, 2118 MiB
2023/04/28 19:36:44.154, 264.18 W, 74, 2118 MiB
2023/04/28 19:36:45.155, 246.61 W, 75, 2118 MiB
2023/04/28 19:36:46.156, 251.35 W, 75, 2118 MiB
2023/04/28 19:36:47.158, 250.57 W, 75, 2118 MiB
2023/04/28 19:36:48.160, 263.55 W, 75, 2118 MiB
2023/04/28 19:36:49.161, 263.73 W, 75, 2118 MiB
2023/04/28 19:36:50.162, 243.59 W, 76, 2118 MiB
2023/04/28 19:36:51.166, 261.89 W, 76, 2118 MiB
2023/04/28 19:36:52.167, 236.34 W, 75, 2118 MiB
2023/04/28 19:36:53.168, 231.98 W, 76, 2118 MiB
2023/04/28 19:36:54.169, 193.46 W, 75, 2118 MiB
2023/04/28 19:36:55.171, 187.98 W, 75, 2118 MiB
2023/04/28 19:36:56.173, 199.97 W, 74, 2118 MiB
2023/04/28 19:36:57.174, 247.86 W, 75, 2118 MiB
2023/04/28 19:36:58.175, 247.17 W, 76, 2118 MiB
2023/04/28 19:36:59.176, 261.77 W, 76, 2118 MiB
2023/04/28 19:37:00.180, 245.25 W, 76, 2118 MiB
2023/04/28 19:37:01.181, 260.01 W, 76, 2118 MiB
2023/04/28 19:37:02.182, 246.43 W, 76, 2118 MiB
2023/04/28 19:37:03.187, 260.44 W, 75, 2118 MiB
2023/04/28 19:37:04.188, 251.30 W, 76, 2118 MiB
2023/04/28 19:37:05.189, 257.93 W, 76, 2118 MiB
2023/04/28 19:37:06.191, 251.41 W, 76, 2118 MiB
2023/04/28 19:37:07.193, 251.18 W, 76, 2118 MiB
2023/04/28 19:37:08.194, 250.65 W, 77, 2118 MiB
2023/04/28 19:37:09.195, 250.07 W, 77, 2118 MiB
2023/04/28 19:37:10.196, 254.40 W, 77, 2118 MiB
2023/04/28 19:37:11.197, 255.09 W, 77, 2118 MiB
2023/04/28 19:37:12.198, 251.15 W, 77, 2118 MiB
2023/04/28 19:37:13.203, 258.95 W, 77, 2118 MiB
2023/04/28 19:37:14.204, 248.08 W, 77, 2118 MiB
2023/04/28 19:37:15.205, 258.49 W, 77, 2118 MiB
2023/04/28 19:37:16.209, 248.17 W, 77, 2118 MiB
2023/04/28 19:37:17.210, 262.05 W, 77, 2118 MiB
2023/04/28 19:37:18.211, 247.91 W, 77, 2118 MiB
2023/04/28 19:37:19.215, 124.36 W, 75, 2118 MiB
2023/04/28 19:37:20.216, 194.83 W, 76, 2118 MiB
2023/04/28 19:37:21.217, 200.03 W, 76, 2118 MiB
2023/04/28 19:37:22.218, 248.58 W, 77, 2118 MiB
2023/04/28 19:37:23.219, 252.54 W, 77, 2118 MiB
2023/04/28 19:37:24.220, 254.17 W, 77, 2118 MiB
2023/04/28 19:37:25.220, 237.97 W, 77, 2118 MiB
2023/04/28 19:37:26.222, 248.00 W, 77, 2118 MiB
2023/04/28 19:37:27.222, 243.55 W, 76, 2118 MiB
2023/04/28 19:37:28.223, 203.15 W, 76, 2118 MiB
2023/04/28 19:37:29.224, 200.96 W, 76, 2118 MiB
2023/04/28 19:37:30.226, 239.23 W, 77, 2118 MiB
2023/04/28 19:37:31.227, 195.80 W, 75, 2118 MiB
2023/04/28 19:37:32.228, 196.55 W, 75, 2118 MiB
2023/04/28 19:37:33.229, 197.71 W, 75, 2118 MiB
2023/04/28 19:37:34.230, 190.54 W, 75, 2118 MiB
2023/04/28 19:37:35.231, 186.32 W, 75, 2118 MiB
2023/04/28 19:37:36.233, 194.34 W, 75, 2118 MiB
2023/04/28 19:37:37.234, 191.42 W, 75, 2118 MiB
2023/04/28 19:37:38.236, 179.25 W, 75, 2118 MiB
2023/04/28 19:37:39.237, 192.13 W, 75, 2118 MiB
2023/04/28 19:37:40.238, 206.89 W, 74, 2118 MiB
2023/04/28 19:37:41.239, 208.02 W, 74, 2118 MiB
2023/04/28 19:37:42.240, 214.68 W, 74, 2118 MiB
2023/04/28 19:37:43.241, 216.66 W, 75, 2118 MiB
2023/04/28 19:37:44.242, 198.12 W, 75, 2118 MiB
2023/04/28 19:37:45.243, 185.69 W, 74, 2118 MiB
2023/04/28 19:37:46.244, 209.92 W, 74, 2118 MiB
2023/04/28 19:37:47.246, 244.02 W, 75, 2118 MiB
2023/04/28 19:37:48.247, 183.79 W, 75, 2118 MiB
2023/04/28 19:37:49.248, 250.50 W, 75, 2118 MiB
2023/04/28 19:37:50.251, 213.38 W, 74, 2118 MiB
2023/04/28 19:37:51.253, 211.46 W, 74, 2118 MiB
2023/04/28 19:37:52.254, 207.13 W, 74, 2118 MiB
2023/04/28 19:37:53.255, 197.27 W, 74, 2118 MiB
2023/04/28 19:37:54.256, 187.90 W, 74, 2118 MiB
2023/04/28 19:37:55.257, 219.95 W, 74, 2118 MiB
2023/04/28 19:37:56.258, 208.89 W, 74, 2118 MiB
2023/04/28 19:37:57.259, 208.24 W, 74, 2118 MiB
2023/04/28 19:37:58.260, 188.21 W, 73, 2118 MiB
2023/04/28 19:37:59.262, 180.95 W, 73, 2118 MiB
2023/04/28 19:38:00.263, 203.55 W, 73, 2118 MiB
2023/04/28 19:38:01.264, 207.10 W, 73, 2118 MiB
2023/04/28 19:38:02.265, 199.64 W, 73, 2118 MiB
2023/04/28 19:38:03.267, 207.02 W, 73, 2118 MiB
2023/04/28 19:38:04.268, 245.19 W, 74, 2118 MiB
2023/04/28 19:38:05.270, 188.64 W, 74, 2118 MiB
2023/04/28 19:38:06.271, 190.11 W, 73, 2118 MiB
2023/04/28 19:38:07.272, 213.80 W, 73, 2118 MiB
2023/04/28 19:38:08.273, 196.66 W, 73, 2118 MiB
2023/04/28 19:38:09.277, 192.90 W, 73, 2118 MiB
2023/04/28 19:38:10.278, 180.63 W, 72, 2118 MiB
2023/04/28 19:38:11.279, 208.57 W, 72, 2118 MiB
2023/04/28 19:38:12.280, 207.67 W, 72, 2118 MiB
2023/04/28 19:38:13.282, 201.48 W, 73, 2118 MiB
2023/04/28 19:38:14.283, 205.90 W, 73, 2118 MiB
2023/04/28 19:38:15.284, 190.20 W, 72, 2118 MiB
2023/04/28 19:38:16.285, 184.10 W, 72, 2118 MiB
2023/04/28 19:38:17.287, 186.89 W, 72, 2118 MiB
2023/04/28 19:38:18.288, 202.21 W, 72, 2118 MiB
2023/04/28 19:38:19.289, 211.24 W, 72, 2118 MiB
2023/04/28 19:38:20.290, 186.03 W, 72, 2118 MiB
2023/04/28 19:38:21.291, 206.68 W, 72, 2118 MiB
2023/04/28 19:38:22.296, 210.03 W, 72, 2118 MiB
2023/04/28 19:38:23.297, 210.64 W, 71, 2118 MiB
2023/04/28 19:38:24.298, 197.67 W, 72, 2118 MiB
2023/04/28 19:38:25.299, 189.00 W, 71, 2118 MiB
2023/04/28 19:38:26.302, 189.56 W, 72, 2118 MiB
2023/04/28 19:38:27.303, 177.09 W, 72, 2118 MiB
2023/04/28 19:38:28.304, 189.01 W, 71, 2118 MiB
2023/04/28 19:38:29.305, 206.15 W, 71, 2118 MiB
2023/04/28 19:38:30.306, 179.04 W, 71, 2118 MiB
2023/04/28 19:38:31.307, 184.52 W, 72, 2118 MiB
2023/04/28 19:38:32.309, 204.74 W, 71, 2118 MiB
2023/04/28 19:38:33.310, 184.78 W, 71, 2118 MiB
2023/04/28 19:38:34.313, 203.62 W, 71, 2118 MiB
2023/04/28 19:38:35.314, 209.18 W, 71, 2118 MiB
2023/04/28 19:38:36.315, 206.88 W, 71, 2118 MiB
2023/04/28 19:38:37.316, 213.15 W, 71, 2118 MiB
2023/04/28 19:38:38.317, 207.27 W, 71, 2118 MiB
2023/04/28 19:38:39.318, 202.60 W, 70, 2118 MiB
2023/04/28 19:38:40.319, 208.98 W, 71, 2118 MiB
2023/04/28 19:38:41.320, 207.37 W, 71, 2118 MiB
2023/04/28 19:38:42.321, 194.99 W, 71, 2118 MiB
2023/04/28 19:38:43.322, 194.30 W, 71, 2118 MiB
2023/04/28 19:38:44.324, 205.03 W, 71, 2118 MiB
2023/04/28 19:38:45.325, 203.04 W, 71, 2118 MiB
2023/04/28 19:38:46.326, 208.80 W, 71, 2118 MiB
2023/04/28 19:38:47.327, 194.96 W, 71, 2118 MiB
2023/04/28 19:38:48.329, 204.44 W, 71, 2118 MiB
2023/04/28 19:38:49.331, 249.70 W, 72, 2118 MiB
2023/04/28 19:38:50.332, 219.03 W, 71, 2118 MiB
2023/04/28 19:38:51.334, 210.50 W, 71, 2118 MiB
2023/04/28 19:38:52.335, 190.47 W, 71, 2118 MiB
2023/04/28 19:38:53.336, 179.43 W, 71, 2118 MiB
2023/04/28 19:38:54.337, 241.45 W, 72, 2118 MiB
2023/04/28 19:38:55.340, 210.00 W, 71, 2118 MiB
2023/04/28 19:38:56.342, 193.64 W, 71, 2118 MiB
2023/04/28 19:38:57.343, 181.26 W, 71, 2118 MiB
2023/04/28 19:38:58.344, 187.59 W, 71, 2118 MiB
2023/04/28 19:38:59.345, 202.79 W, 71, 2118 MiB
2023/04/28 19:39:00.346, 207.64 W, 71, 2118 MiB
2023/04/28 19:39:01.347, 196.76 W, 71, 2118 MiB
2023/04/28 19:39:02.348, 190.31 W, 71, 2118 MiB
2023/04/28 19:39:03.350, 118.49 W, 69, 2118 MiB
2023/04/28 19:39:04.351, 178.28 W, 71, 2118 MiB
2023/04/28 19:39:05.352, 200.27 W, 70, 2118 MiB
2023/04/28 19:39:06.353, 211.37 W, 70, 2118 MiB
2023/04/28 19:39:07.355, 207.66 W, 70, 2118 MiB
2023/04/28 19:39:08.356, 199.57 W, 71, 2118 MiB
2023/04/28 19:39:09.357, 186.77 W, 71, 2118 MiB
2023/04/28 19:39:10.358, 190.10 W, 70, 2118 MiB
2023/04/28 19:39:11.359, 205.39 W, 70, 2118 MiB
2023/04/28 19:39:12.360, 199.50 W, 70, 2118 MiB
2023/04/28 19:39:13.364, 206.16 W, 70, 2118 MiB
2023/04/28 19:39:14.365, 203.95 W, 71, 2118 MiB
2023/04/28 19:39:15.366, 206.05 W, 71, 2118 MiB
2023/04/28 19:39:16.367, 184.76 W, 70, 2118 MiB
2023/04/28 19:39:17.368, 189.95 W, 70, 2118 MiB
2023/04/28 19:39:18.370, 185.68 W, 70, 2118 MiB
2023/04/28 19:39:19.371, 199.22 W, 71, 2118 MiB
2023/04/28 19:39:20.372, 204.13 W, 71, 2118 MiB
2023/04/28 19:39:21.373, 209.71 W, 70, 2118 MiB
2023/04/28 19:39:22.374, 194.87 W, 70, 2118 MiB
2023/04/28 19:39:23.375, 227.77 W, 71, 2118 MiB
2023/04/28 19:39:24.376, 207.67 W, 70, 2118 MiB
2023/04/28 19:39:25.378, 209.88 W, 70, 2118 MiB
2023/04/28 19:39:26.379, 202.31 W, 70, 2118 MiB
2023/04/28 19:39:27.380, 192.18 W, 70, 2118 MiB
2023/04/28 19:39:28.381, 194.60 W, 71, 2118 MiB
2023/04/28 19:39:29.382, 180.14 W, 70, 2118 MiB
2023/04/28 19:39:30.383, 189.30 W, 70, 2118 MiB
2023/04/28 19:39:31.385, 206.49 W, 70, 2118 MiB
2023/04/28 19:39:32.386, 210.63 W, 70, 2118 MiB
2023/04/28 19:39:33.387, 195.75 W, 71, 2118 MiB
2023/04/28 19:39:34.388, 190.44 W, 70, 2118 MiB
2023/04/28 19:39:35.391, 154.99 W, 69, 2118 MiB
2023/04/28 19:39:36.392, 229.86 W, 70, 2118 MiB
2023/04/28 19:39:37.393, 205.93 W, 71, 2118 MiB
2023/04/28 19:39:38.394, 209.83 W, 71, 2118 MiB
2023/04/28 19:39:39.397, 203.48 W, 71, 2118 MiB
2023/04/28 19:39:40.398, 193.24 W, 70, 2118 MiB
2023/04/28 19:39:41.399, 190.46 W, 70, 2118 MiB
2023/04/28 19:39:42.400, 184.14 W, 70, 2118 MiB
2023/04/28 19:39:43.401, 203.15 W, 70, 2118 MiB
2023/04/28 19:39:44.404, 208.62 W, 70, 2118 MiB
2023/04/28 19:39:45.408, 209.41 W, 70, 2118 MiB
2023/04/28 19:39:46.409, 201.66 W, 71, 2118 MiB
2023/04/28 19:39:47.411, 207.51 W, 70, 2118 MiB
2023/04/28 19:39:48.412, 205.26 W, 70, 2118 MiB
2023/04/28 19:39:49.414, 208.74 W, 70, 2118 MiB
2023/04/28 19:39:50.415, 211.70 W, 70, 2118 MiB
2023/04/28 19:39:51.416, 197.56 W, 70, 2118 MiB
2023/04/28 19:39:52.417, 190.61 W, 70, 2118 MiB
2023/04/28 19:39:53.418, 194.52 W, 70, 2118 MiB
2023/04/28 19:39:54.419, 211.05 W, 70, 2118 MiB
2023/04/28 19:39:55.421, 208.96 W, 70, 2118 MiB
2023/04/28 19:39:56.422, 201.76 W, 70, 2118 MiB
2023/04/28 19:39:57.423, 186.35 W, 70, 2118 MiB
2023/04/28 19:39:58.424, 192.35 W, 70, 2118 MiB
2023/04/28 19:39:59.425, 182.66 W, 70, 2118 MiB
2023/04/28 19:40:00.427, 164.44 W, 70, 2118 MiB
2023/04/28 19:40:01.428, 202.96 W, 70, 2118 MiB
2023/04/28 19:40:02.429, 209.80 W, 70, 2118 MiB
2023/04/28 19:40:03.430, 208.37 W, 70, 2118 MiB
2023/04/28 19:40:04.431, 208.81 W, 70, 2118 MiB
2023/04/28 19:40:05.432, 206.78 W, 70, 2118 MiB
2023/04/28 19:40:06.433, 203.19 W, 70, 2118 MiB
2023/04/28 19:40:07.435, 206.02 W, 70, 2118 MiB
2023/04/28 19:40:08.436, 181.11 W, 70, 2118 MiB
2023/04/28 19:40:09.437, 187.03 W, 70, 2118 MiB
2023/04/28 19:40:10.438, 200.34 W, 70, 2118 MiB
2023/04/28 19:40:11.439, 185.80 W, 70, 2118 MiB
2023/04/28 19:40:12.440, 185.55 W, 70, 2118 MiB
2023/04/28 19:40:13.441, 198.08 W, 70, 2118 MiB
2023/04/28 19:40:14.443, 205.00 W, 70, 2118 MiB
2023/04/28 19:40:15.444, 204.46 W, 70, 2118 MiB
2023/04/28 19:40:16.445, 210.03 W, 70, 2118 MiB
2023/04/28 19:40:17.446, 208.12 W, 70, 2118 MiB
2023/04/28 19:40:18.447, 206.09 W, 70, 2118 MiB
2023/04/28 19:40:19.448, 194.77 W, 70, 2118 MiB
2023/04/28 19:40:20.449, 206.06 W, 70, 2118 MiB
2023/04/28 19:40:21.450, 204.96 W, 70, 2118 MiB
2023/04/28 19:40:22.453, 214.92 W, 71, 2118 MiB
2023/04/28 19:40:23.454, 194.60 W, 70, 2118 MiB
2023/04/28 19:40:24.455, 182.94 W, 71, 2118 MiB
2023/04/28 19:40:25.456, 202.55 W, 71, 2118 MiB
2023/04/28 19:40:26.457, 207.52 W, 71, 2118 MiB
2023/04/28 19:40:27.458, 196.49 W, 70, 2118 MiB
2023/04/28 19:40:28.459, 194.63 W, 70, 2118 MiB
2023/04/28 19:40:29.462, 194.62 W, 70, 2118 MiB
2023/04/28 19:40:30.463, 189.32 W, 70, 2118 MiB
2023/04/28 19:40:31.464, 185.15 W, 70, 2118 MiB
2023/04/28 19:40:32.465, 202.89 W, 70, 2118 MiB
2023/04/28 19:40:33.466, 196.16 W, 70, 2118 MiB
2023/04/28 19:40:34.467, 203.01 W, 70, 2118 MiB
2023/04/28 19:40:35.468, 208.44 W, 70, 2118 MiB
2023/04/28 19:40:36.469, 196.95 W, 70, 2118 MiB
2023/04/28 19:40:37.470, 203.90 W, 70, 2118 MiB
2023/04/28 19:40:38.471, 192.90 W, 70, 2118 MiB
2023/04/28 19:40:39.472, 195.33 W, 70, 2118 MiB
2023/04/28 19:40:40.474, 201.68 W, 70, 2118 MiB
2023/04/28 19:40:41.475, 206.74 W, 70, 2118 MiB
2023/04/28 19:40:42.477, 203.61 W, 70, 2118 MiB
2023/04/28 19:40:43.478, 211.95 W, 70, 2118 MiB
2023/04/28 19:40:44.479, 117.88 W, 69, 2118 MiB
2023/04/28 19:40:45.480, 195.18 W, 70, 2118 MiB
2023/04/28 19:40:46.481, 195.48 W, 71, 2118 MiB
2023/04/28 19:40:47.482, 194.15 W, 70, 2118 MiB
2023/04/28 19:40:48.483, 199.23 W, 71, 2118 MiB
2023/04/28 19:40:49.484, 193.53 W, 70, 2118 MiB
2023/04/28 19:40:50.486, 188.93 W, 70, 2118 MiB
2023/04/28 19:40:51.487, 159.46 W, 71, 2118 MiB
2023/04/28 19:40:52.488, 201.78 W, 70, 2118 MiB
2023/04/28 19:40:53.489, 207.22 W, 70, 2118 MiB
2023/04/28 19:40:54.490, 211.81 W, 70, 2118 MiB
2023/04/28 19:40:55.492, 196.48 W, 70, 2118 MiB
2023/04/28 19:40:56.493, 190.67 W, 70, 2118 MiB
2023/04/28 19:40:57.494, 175.51 W, 70, 2118 MiB
