timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/05 14:07:35.495, 38.04 W, 37, 0 MiB, 41 %, 0 %
2023/05/05 14:07:36.500, 37.36 W, 36, 0 MiB, 0 %, 0 %
2023/05/05 14:07:37.505, 36.97 W, 36, 3 MiB, 0 %, 0 %
2023/05/05 14:07:38.509, 36.88 W, 36, 3 MiB, 0 %, 0 %
2023/05/05 14:07:39.516, 36.79 W, 35, 3 MiB, 0 %, 0 %
2023/05/05 14:07:40.522, 36.88 W, 35, 907 MiB, 10 %, 0 %
2023/05/05 14:07:41.529, 36.79 W, 34, 1329 MiB, 6 %, 0 %
2023/05/05 14:07:42.537, 124.02 W, 36, 4895 MiB, 27 %, 11 %
2023/05/05 14:07:43.547, 207.20 W, 42, 4895 MiB, 89 %, 60 %
2023/05/05 14:07:44.552, 244.51 W, 43, 4895 MiB, 89 %, 61 %
2023/05/05 14:07:45.557, 250.57 W, 44, 4895 MiB, 89 %, 59 %
2023/05/05 14:07:46.567, 264.92 W, 45, 4895 MiB, 88 %, 58 %
2023/05/05 14:07:47.577, 232.89 W, 45, 4895 MiB, 91 %, 61 %
2023/05/05 14:07:48.585, 57.51 W, 38, 8971 MiB, 0 %, 0 %
2023/05/05 14:07:49.589, 211.94 W, 44, 8971 MiB, 89 %, 60 %
2023/05/05 14:07:50.602, 232.03 W, 45, 8971 MiB, 88 %, 59 %
2023/05/05 14:07:51.608, 249.58 W, 45, 8971 MiB, 91 %, 61 %
2023/05/05 14:07:52.615, 231.09 W, 45, 8971 MiB, 92 %, 62 %
2023/05/05 14:07:53.625, 261.46 W, 46, 8971 MiB, 91 %, 60 %
2023/05/05 14:07:54.631, 58.12 W, 41, 8971 MiB, 76 %, 10 %
2023/05/05 14:07:55.637, 255.17 W, 45, 8971 MiB, 91 %, 62 %
2023/05/05 14:07:56.641, 225.30 W, 46, 8971 MiB, 87 %, 59 %
2023/05/05 14:07:57.646, 220.06 W, 46, 8971 MiB, 89 %, 61 %
2023/05/05 14:07:58.651, 220.92 W, 46, 8971 MiB, 87 %, 57 %
2023/05/05 14:07:59.656, 255.29 W, 46, 8971 MiB, 87 %, 59 %
2023/05/05 14:08:00.664, 265.07 W, 46, 8971 MiB, 91 %, 61 %
2023/05/05 14:08:01.668, 200.41 W, 43, 8971 MiB, 9 %, 6 %
2023/05/05 14:08:02.673, 248.55 W, 46, 8971 MiB, 85 %, 58 %
2023/05/05 14:08:03.678, 245.33 W, 46, 8971 MiB, 89 %, 60 %
2023/05/05 14:08:04.682, 244.27 W, 46, 8971 MiB, 89 %, 60 %
2023/05/05 14:08:05.690, 255.82 W, 47, 8971 MiB, 89 %, 59 %
2023/05/05 14:08:06.696, 245.48 W, 47, 8971 MiB, 87 %, 57 %
2023/05/05 14:08:07.700, 58.71 W, 42, 8971 MiB, 31 %, 1 %
2023/05/05 14:08:08.704, 234.97 W, 45, 8971 MiB, 87 %, 57 %
2023/05/05 14:08:09.709, 224.76 W, 46, 8971 MiB, 90 %, 59 %
2023/05/05 14:08:10.714, 251.16 W, 47, 8971 MiB, 91 %, 61 %
2023/05/05 14:08:11.719, 243.95 W, 47, 8971 MiB, 92 %, 61 %
