timestamp, power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2023/05/08 03:48:08.147, 37.12 W, 35, 0 MiB, 41 %, 0 %
2023/05/08 03:48:09.154, 37.41 W, 34, 0 MiB, 0 %, 0 %
2023/05/08 03:48:10.160, 37.00 W, 34, 3 MiB, 0 %, 0 %
2023/05/08 03:48:11.166, 36.92 W, 34, 3 MiB, 0 %, 0 %
2023/05/08 03:48:12.171, 36.93 W, 33, 849 MiB, 6 %, 0 %
2023/05/08 03:48:13.177, 36.83 W, 33, 1123 MiB, 0 %, 0 %
2023/05/08 03:48:14.183, 36.92 W, 33, 1769 MiB, 5 %, 0 %
2023/05/08 03:48:15.189, 231.24 W, 38, 3757 MiB, 79 %, 39 %
2023/05/08 03:48:16.194, 229.10 W, 40, 3757 MiB, 80 %, 41 %
2023/05/08 03:48:17.198, 175.10 W, 41, 3757 MiB, 83 %, 41 %
2023/05/08 03:48:18.203, 182.14 W, 41, 3757 MiB, 83 %, 41 %
2023/05/08 03:48:19.207, 146.45 W, 41, 3757 MiB, 77 %, 40 %
2023/05/08 03:48:20.211, 183.62 W, 42, 3757 MiB, 80 %, 40 %
2023/05/08 03:48:21.216, 204.68 W, 42, 3757 MiB, 77 %, 38 %
2023/05/08 03:48:22.220, 218.46 W, 42, 3757 MiB, 80 %, 40 %
2023/05/08 03:48:23.226, 220.18 W, 42, 3757 MiB, 83 %, 41 %
2023/05/08 03:48:24.232, 92.21 W, 41, 6539 MiB, 100 %, 19 %
2023/05/08 03:48:25.238, 198.95 W, 41, 6539 MiB, 71 %, 35 %
2023/05/08 03:48:26.242, 193.66 W, 42, 6539 MiB, 78 %, 39 %
2023/05/08 03:48:27.246, 223.30 W, 43, 6539 MiB, 81 %, 41 %
2023/05/08 03:48:28.251, 164.25 W, 43, 6539 MiB, 80 %, 40 %
2023/05/08 03:48:29.255, 245.61 W, 43, 6539 MiB, 79 %, 40 %
2023/05/08 03:48:30.260, 164.75 W, 43, 6539 MiB, 81 %, 40 %
2023/05/08 03:48:31.264, 233.06 W, 43, 6539 MiB, 82 %, 41 %
2023/05/08 03:48:32.268, 177.31 W, 44, 6539 MiB, 80 %, 39 %
2023/05/08 03:48:33.274, 236.83 W, 44, 6539 MiB, 82 %, 41 %
2023/05/08 03:48:34.281, 206.77 W, 43, 6539 MiB, 29 %, 14 %
2023/05/08 03:48:35.288, 190.25 W, 41, 6539 MiB, 10 %, 4 %
2023/05/08 03:48:36.295, 241.33 W, 43, 6539 MiB, 80 %, 41 %
2023/05/08 03:48:37.302, 179.06 W, 44, 6539 MiB, 80 %, 39 %
2023/05/08 03:48:38.308, 219.54 W, 44, 6539 MiB, 82 %, 41 %
2023/05/08 03:48:39.312, 193.12 W, 44, 6539 MiB, 78 %, 38 %
2023/05/08 03:48:40.317, 233.12 W, 44, 6539 MiB, 81 %, 41 %
2023/05/08 03:48:41.321, 182.68 W, 44, 6539 MiB, 77 %, 38 %
2023/05/08 03:48:42.325, 216.73 W, 45, 6539 MiB, 80 %, 40 %
2023/05/08 03:48:43.330, 238.13 W, 45, 6539 MiB, 81 %, 41 %
2023/05/08 03:48:44.335, 214.14 W, 42, 6539 MiB, 81 %, 40 %
2023/05/08 03:48:45.339, 59.23 W, 39, 6539 MiB, 0 %, 0 %
2023/05/08 03:48:46.343, 167.16 W, 44, 6539 MiB, 78 %, 40 %
2023/05/08 03:48:47.347, 234.12 W, 44, 6539 MiB, 82 %, 41 %
2023/05/08 03:48:48.352, 225.82 W, 45, 6539 MiB, 82 %, 41 %
2023/05/08 03:48:49.356, 175.02 W, 45, 6539 MiB, 82 %, 41 %
2023/05/08 03:48:50.361, 231.25 W, 45, 6539 MiB, 76 %, 38 %
2023/05/08 03:48:51.366, 235.67 W, 45, 6539 MiB, 76 %, 40 %
2023/05/08 03:48:52.373, 219.69 W, 45, 6539 MiB, 81 %, 40 %
2023/05/08 03:48:53.377, 211.35 W, 46, 6539 MiB, 83 %, 42 %
2023/05/08 03:48:54.381, 214.29 W, 46, 6539 MiB, 82 %, 41 %
2023/05/08 03:48:55.386, 59.63 W, 40, 6539 MiB, 0 %, 0 %
2023/05/08 03:48:56.390, 183.86 W, 45, 6539 MiB, 83 %, 41 %
2023/05/08 03:48:57.394, 232.01 W, 45, 6539 MiB, 80 %, 40 %
2023/05/08 03:48:58.398, 206.81 W, 45, 6539 MiB, 81 %, 40 %
2023/05/08 03:48:59.403, 224.51 W, 45, 6539 MiB, 82 %, 41 %
2023/05/08 03:49:00.407, 177.48 W, 46, 6539 MiB, 80 %, 39 %
2023/05/08 03:49:01.412, 227.60 W, 46, 6539 MiB, 80 %, 40 %
2023/05/08 03:49:02.417, 189.65 W, 45, 6539 MiB, 80 %, 39 %
2023/05/08 03:49:03.421, 230.22 W, 46, 6539 MiB, 79 %, 39 %
2023/05/08 03:49:04.425, 215.37 W, 46, 6539 MiB, 83 %, 42 %
2023/05/08 03:49:05.429, 60.12 W, 42, 6539 MiB, 3 %, 0 %
2023/05/08 03:49:06.435, 211.22 W, 45, 6539 MiB, 83 %, 41 %
2023/05/08 03:49:07.439, 175.16 W, 46, 6539 MiB, 82 %, 41 %
2023/05/08 03:49:08.443, 244.49 W, 46, 6539 MiB, 81 %, 40 %
2023/05/08 03:49:09.448, 189.52 W, 46, 6539 MiB, 82 %, 41 %
2023/05/08 03:49:10.452, 184.69 W, 46, 6539 MiB, 82 %, 41 %
2023/05/08 03:49:11.457, 234.38 W, 46, 6539 MiB, 81 %, 41 %
2023/05/08 03:49:12.462, 204.28 W, 47, 6539 MiB, 81 %, 40 %
2023/05/08 03:49:13.466, 182.64 W, 46, 6539 MiB, 81 %, 41 %
2023/05/08 03:49:14.471, 187.99 W, 46, 6539 MiB, 79 %, 41 %
2023/05/08 03:49:15.478, 60.12 W, 42, 6539 MiB, 0 %, 0 %
2023/05/08 03:49:16.484, 182.18 W, 45, 6539 MiB, 83 %, 41 %
2023/05/08 03:49:17.490, 241.58 W, 46, 6539 MiB, 81 %, 40 %
2023/05/08 03:49:18.497, 203.70 W, 46, 6539 MiB, 84 %, 42 %
2023/05/08 03:49:19.504, 184.96 W, 47, 6539 MiB, 83 %, 41 %
2023/05/08 03:49:20.510, 221.15 W, 47, 6539 MiB, 85 %, 44 %
2023/05/08 03:49:21.514, 233.00 W, 47, 6539 MiB, 83 %, 42 %
2023/05/08 03:49:22.518, 210.89 W, 47, 6539 MiB, 85 %, 43 %
2023/05/08 03:49:23.523, 191.29 W, 47, 6539 MiB, 84 %, 41 %
2023/05/08 03:49:24.527, 237.52 W, 47, 6539 MiB, 85 %, 43 %
2023/05/08 03:49:25.532, 59.73 W, 41, 6539 MiB, 0 %, 0 %
2023/05/08 03:49:26.535, 196.13 W, 46, 6539 MiB, 84 %, 42 %
2023/05/08 03:49:27.539, 204.68 W, 46, 6539 MiB, 75 %, 36 %
2023/05/08 03:49:28.544, 185.31 W, 47, 6539 MiB, 83 %, 41 %
2023/05/08 03:49:29.549, 229.85 W, 47, 6539 MiB, 81 %, 40 %
2023/05/08 03:49:30.556, 194.84 W, 47, 6539 MiB, 81 %, 41 %
2023/05/08 03:49:31.562, 206.76 W, 47, 6539 MiB, 80 %, 40 %
2023/05/08 03:49:32.569, 195.36 W, 47, 6539 MiB, 82 %, 41 %
2023/05/08 03:49:33.576, 184.99 W, 47, 6539 MiB, 78 %, 38 %
2023/05/08 03:49:34.583, 181.51 W, 47, 6539 MiB, 84 %, 41 %
2023/05/08 03:49:35.590, 60.30 W, 42, 6539 MiB, 0 %, 0 %
2023/05/08 03:49:36.597, 227.18 W, 46, 6539 MiB, 83 %, 42 %
2023/05/08 03:49:37.604, 217.28 W, 47, 6539 MiB, 82 %, 40 %
2023/05/08 03:49:38.611, 218.52 W, 47, 6539 MiB, 78 %, 38 %
2023/05/08 03:49:39.618, 185.01 W, 47, 6539 MiB, 82 %, 41 %
2023/05/08 03:49:40.625, 199.88 W, 47, 6539 MiB, 80 %, 40 %
2023/05/08 03:49:41.630, 243.22 W, 47, 6539 MiB, 82 %, 41 %
2023/05/08 03:49:42.634, 199.78 W, 47, 6539 MiB, 82 %, 41 %
2023/05/08 03:49:43.638, 190.02 W, 47, 6539 MiB, 80 %, 40 %
2023/05/08 03:49:44.643, 225.62 W, 47, 6539 MiB, 84 %, 42 %
2023/05/08 03:49:45.648, 60.90 W, 43, 6539 MiB, 0 %, 0 %
2023/05/08 03:49:46.652, 229.66 W, 46, 6539 MiB, 82 %, 41 %
2023/05/08 03:49:47.656, 205.96 W, 46, 6539 MiB, 80 %, 41 %
2023/05/08 03:49:48.662, 165.94 W, 47, 6539 MiB, 79 %, 41 %
2023/05/08 03:49:49.669, 184.04 W, 47, 6539 MiB, 81 %, 41 %
2023/05/08 03:49:50.673, 238.88 W, 47, 6539 MiB, 79 %, 39 %
2023/05/08 03:49:51.678, 180.73 W, 47, 6539 MiB, 81 %, 41 %
2023/05/08 03:49:52.682, 233.04 W, 47, 6539 MiB, 79 %, 39 %
2023/05/08 03:49:53.687, 183.43 W, 46, 6539 MiB, 81 %, 40 %
2023/05/08 03:49:54.692, 231.05 W, 47, 6539 MiB, 81 %, 40 %
2023/05/08 03:49:55.697, 191.57 W, 45, 6539 MiB, 74 %, 22 %
2023/05/08 03:49:56.701, 59.43 W, 41, 6247 MiB, 3 %, 0 %
